CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
226908101,VERIBEST ISD,VERIBEST ELEM.,3,INDEPENDENT,10062 F M HWY 380,VERIBEST,76886,3,16,11,5
227803101,WAYSIDE SCHOOLS,WAYSIDE EDEN PA,3,CHARTER,6215 MANCHACA RD,AUSTIN,78745,8,40,25,13
227803102,WAYSIDE SCHOOLS,WAYSIDE REAL LE,3,CHARTER,6405 S IH 35,AUSTIN,78744,21,55,24,8
227803103,WAYSIDE SCHOOLS,WAYSIDE ALTAMIR,3,CHARTER,10704 BRADSHAW RD,AUSTIN,78747,18,41,18,5
227804102,NYOS CHARTER SC,NYOS - MAGNOLIA,3,CHARTER,1605 KRAMER LN,AUSTIN,78758,13,60,35,23
227805041,TEXAS EMPOWERME,TEXAS EMPOWERME,3,CHARTER,6414 N HAMPTON DR,AUSTIN,78724,10,26,15,5
227806015,UNIVERSITY OF T,GEORGE M. KOZME,3,CHARTER,2200 E 6TH ST,AUSTIN,78702,,,,
227806024,UNIVERSITY OF T,TNC CAMPUS (TEX,3,CHARTER,1106 W DITTMAR RD,AUSTIN,78745,,,,
227806029,UNIVERSITY OF T,DEPELCHIN-RICHM,3,CHARTER,704 S 7TH ST,RICHMOND,77469,,,,
227806030,UNIVERSITY OF T,LAUREL RIDGE,3,CHARTER,17720 CORPORATE WOODS DR,SAN ANTONIO,78259,,,,
227806031,UNIVERSITY OF T,OLYMPIA HILLS,3,CHARTER,2122 GREEN MEADOWS,BUDA,78610-3565,,,,
227806032,UNIVERSITY OF T,HELPING HAND,3,CHARTER,3804 AVE B,AUSTIN,78751,8,1,0,0
227806034,UNIVERSITY OF T,UT - UNIVERSITY,3,CHARTER,1603 BABCOCK RD STE 148,SAN ANTONIO,78229,,,,
227806037,UNIVERSITY OF T,SHRINERS HOSPIT,3,CHARTER,6977 MAIN ST,HOUSTON,77030,,,,
227814001,CHAPARRAL STAR,CHAPARRAL STAR,3,CHARTER,14046 SUMMIT DR,AUSTIN,78728,2,28,25,7
227816001,HARMONY SCIENCE,HARMONY SCIENCE,3,CHARTER,930 E RUNDBERG LN,AUSTIN,78753,29,40,17,8
227816003,HARMONY SCIENCE,HARMONY SCHOOL,3,CHARTER,11800 STONEHOLLOW DR,AUSTIN,78758,11,78,46,24
227816004,HARMONY SCIENCE,HARMONY SCHOOL,3,CHARTER,13415 FM 620 N,AUSTIN,78717,4,20,12,9
227816005,HARMONY SCIENCE,HARMONY SCHOOL,3,CHARTER,2124 E ST ELMO RD #A,AUSTIN,78744,23,49,23,5
227816006,HARMONY SCIENCE,HARMONY SCIENCE,3,CHARTER,12200 ANDERSON MILL RD,AUSTIN,78726,12,53,35,23
227817101,CEDARS INTERNAT,CEDARS INTERNAT,3,CHARTER,8416 N IH-35,AUSTIN,78753,4,41,24,8
227819101,UNIVERSITY OF T,UNIVERSITY OF T,3,CHARTER,2200 E 6TH ST,AUSTIN,78702,10,33,21,13
227820101,KIPP: TEXAS PUB,KIPP: AUSTIN CO,3,CHARTER,8004 CAMERON RD,AUSTIN,78754,26,85,47,22
227820102,KIPP: TEXAS PUB,KIPP: AUSTIN CO,3,CHARTER,8509 FM 969 BLDG 629,AUSTIN,78724,36,79,52,29
227820103,KIPP: TEXAS PUB,KIPP: AUSTIN OB,3,CHARTER,5107 IH-35 S STE A,AUSTIN,78744,22,92,52,14
227820104,KIPP: TEXAS PUB,KIPP: AUSTIN LE,3,CHARTER,5107 IH-35 S STE A,AUSTIN,78744,18,90,60,28
227820205,KIPP: TEXAS PUB,KIPP: SHINE PRE,3,CHARTER,10711 KIPP WAY,HOUSTON,77099,9,113,84,59
227820206,KIPP: TEXAS PUB,KIPP: DREAM PRE,3,CHARTER,500 TIDWELL DR,HOUSTON,77022,41,90,44,18
227820207,KIPP: TEXAS PUB,KIPP: SHARP PRE,3,CHARTER,8430 WESTGLEN,HOUSTON,77063,8,112,88,50
227820209,KIPP: TEXAS PUB,KIPP: EXPLORE A,3,CHARTER,5402 LAWNDALE ST,HOUSTON,77023,14,101,69,38
227820211,KIPP: TEXAS PUB,KIPP: LEGACY PR,3,CHARTER,9606 MESA DR,HOUSTON,77078,34,109,46,14
227820212,KIPP: TEXAS PUB,KIPP: CONNECT H,3,CHARTER,6700 BELLAIRE BLVD,HOUSTON,77074,8,99,66,34
227820213,KIPP: TEXAS PUB,KIPP: PEACE ELE,3,CHARTER,5400 MLK JR BLVD,HOUSTON,77021,24,59,27,15
227820214,KIPP: TEXAS PUB,KIPP: ZENITH AC,3,CHARTER,11000 SCOTT ST,HOUSTON,77047,25,101,48,21
227820215,KIPP: TEXAS PUB,KIPP: UNITY PRI,3,CHARTER,8500 HWY 6 S,HOUSTON,77083,7,104,88,63
227820301,KIPP: TEXAS PUB,KIPP: DESTINY E,3,CHARTER,3663 W CAMP WISDOM RD,DALLAS,75237,45,47,21,8
227820302,KIPP: TEXAS PUB,KIPP: TRUTH ELE,3,CHARTER,1545 S EWING AVE,DALLAS,75216,47,66,30,12
227820303,KIPP: TEXAS PUB,KIPP: PLEASANT,3,CHARTER,2200 N ST AUGUSTINE,DALLAS,75227,29,65,31,13
227820401,KIPP: TEXAS PUB,KIPP: UN MUNDO,3,CHARTER,4343 W COMMERCE ST,SAN ANTONIO,78237,60,64,20,8
227820402,KIPP: TEXAS PUB,KIPP: ESPERANZA,3,CHARTER,239 STARK ST,SAN ANTONIO,78204,59,65,29,13
227821101,AUSTIN DISCOVER,AUSTIN DISCOVER,3,CHARTER,9303 FM 969,AUSTIN,78724,19,38,20,8
227824001,PROMESA PUBLIC,THE EAST AUSTIN,3,CHARTER,6002 JAIN LN,AUSTIN,78721,7,10,3,1
227824003,PROMESA PUBLIC,PROMESA COLLEGE,3,CHARTER,1944 E ALTON GLOOR BLVD,BROWNSVILLE,78526,5,9,2,0
227824004,PROMESA PUBLIC,PROMESA COLLEGE,3,CHARTER,3102 BALDWIN BLVD,CORPUS CHRISTI,78405,7,12,2,0
227825003,AUSTIN ACHIEVE,AUSTIN ACHIEVE,3,CHARTER,7424 E HWY 290,AUSTIN,78723,49,49,15,2
227826101,MONTESSORI FOR,MAGNOLIA MONTES,3,CHARTER,5100 PECAN BROOK DR,AUSTIN,78724,4,44,27,9
227829001,VALOR PUBLIC SC,VALOR SOUTH AUS,3,CHARTER,220 FOREMOST DR,AUSTIN,78745,2,48,33,16
227901101,AUSTIN ISD,ALLISON ELEM.,3,INDEPENDENT,515 VARGAS RD,AUSTIN,78741-2455,12,51,19,3
227901102,AUSTIN ISD,ANDREWS ELEM.,3,INDEPENDENT,6801 NORTHEAST DR,AUSTIN,78723-2199,15,29,10,4
227901103,AUSTIN ISD,BARTON HILLS EL,3,INDEPENDENT,2108 BARTON HILLS DR,AUSTIN,78704-4699,5,53,42,28
227901104,AUSTIN ISD,BECKER ELEM.,3,INDEPENDENT,906  W MILTON,AUSTIN,78704-3436,5,43,27,20
227901105,AUSTIN ISD,BLACKSHEAR ELEM,3,INDEPENDENT,1712 E 11TH ST,AUSTIN,78702-2796,15,48,26,13
227901106,AUSTIN ISD,BLANTON ELEM.,3,INDEPENDENT,5408 WESTMINSTER DR,AUSTIN,78723-3454,16,56,44,25
227901107,AUSTIN ISD,BRENTWOOD ELEM.,3,INDEPENDENT,6700 ARROYO SECO ST,AUSTIN,78757-2599,9,97,72,47
227901108,AUSTIN ISD,BROOKE ELEM.,3,INDEPENDENT,3100 E 4TH ST,AUSTIN,78702-4813,1,28,14,7
227901109,AUSTIN ISD,BROWN ELEM.,3,INDEPENDENT,505 W ANDERSON LN,AUSTIN,78752-1111,10,20,14,7
227901110,AUSTIN ISD,BRYKER WOODS EL,3,INDEPENDENT,3309 KERBEY LN,AUSTIN,78703-1492,2,79,69,50
227901111,AUSTIN ISD,CAMPBELL ELEM.,3,INDEPENDENT,2613 ROGERS AVE,AUSTIN,78722-1299,8,16,12,6
227901112,AUSTIN ISD,CASIS ELEM.,3,INDEPENDENT,2710 EXPOSITION BLVD,AUSTIN,78703-1756,3,115,89,53
227901113,AUSTIN ISD,CUNNINGHAM ELEM,3,INDEPENDENT,2200 BERKELEY AVE,AUSTIN,78745-4334,13,26,11,4
227901114,AUSTIN ISD,DAWSON ELEM.,3,INDEPENDENT,3001 S 1ST ST,AUSTIN,78704-6398,13,22,17,11
227901116,AUSTIN ISD,GOVALLE ELEM.,3,INDEPENDENT,3601 GOVALLE AVE,AUSTIN,78702-3715,19,22,12,2
227901117,AUSTIN ISD,GULLETT ELEM.,3,INDEPENDENT,6310 TREADWELL BLVD,AUSTIN,78757-4399,3,80,64,41
227901118,AUSTIN ISD,HARRIS ELEM.,3,INDEPENDENT,1711 WHELESS LN,AUSTIN,78723-1998,18,20,5,1
227901119,AUSTIN ISD,HIGHLAND PARK E,3,INDEPENDENT,4900 FAIRVIEW DR,AUSTIN,78731-5422,10,104,75,49
227901120,AUSTIN ISD,JOSLIN ELEM.,3,INDEPENDENT,4500 MANCHACA RD,AUSTIN,78745-1690,6,23,12,2
227901121,AUSTIN ISD,LEE ELEM.,3,INDEPENDENT,3308 HAMPTON RD,AUSTIN,78705-2504,8,56,48,38
227901122,AUSTIN ISD,MAPLEWOOD ELEM.,3,INDEPENDENT,3808 MAPLEWOOD AVE,AUSTIN,78722-1599,11,60,41,24
227901123,AUSTIN ISD,MATHEWS ELEM.,3,INDEPENDENT,906 W LYNN ST,AUSTIN,78703-4799,5,56,49,34
227901124,AUSTIN ISD,METZ ELEM.,3,INDEPENDENT,84 ROBERT MARTINEZ JR ST,AUSTIN,78702-4598,11,20,7,1
227901125,AUSTIN ISD,OAK SPRINGS ELE,3,INDEPENDENT,3601 WEBBERVILLE RD,AUSTIN,78702-3099,16,15,6,1
227901126,AUSTIN ISD,ORTEGA ELEM.,3,INDEPENDENT,1135 GARLAND AVE,AUSTIN,78721-2699,10,36,17,7
227901127,AUSTIN ISD,SANCHEZ ELEM.,3,INDEPENDENT,73 SAN MARCOS ST,AUSTIN,78702-5299,5,11,3,1
227901128,AUSTIN ISD,PEASE ELEM.,3,INDEPENDENT,1106 RIO GRANDE ST,AUSTIN,78701-2016,2,29,23,15
227901129,AUSTIN ISD,PECAN SPRINGS E,3,INDEPENDENT,3100 ROGGE LN,AUSTIN,78723-4899,15,27,16,13
227901130,AUSTIN ISD,PLEASANT HILL E,3,INDEPENDENT,6405 CIR S RD,AUSTIN,78745-4501,10,31,13,7
227901132,AUSTIN ISD,REILLY ELEM.,3,INDEPENDENT,405 DENSON DR,AUSTIN,78752-4197,2,20,16,6
227901133,AUSTIN ISD,RIDGETOP ELEM.,3,INDEPENDENT,5005 CASWELL AVE,AUSTIN,78751-2622,8,38,23,14
227901136,AUSTIN ISD,ST. ELMO ELEM.,3,INDEPENDENT,600 W ST ELMO RD,AUSTIN,78745-1151,4,21,10,3
227901138,AUSTIN ISD,SUMMITT ELEM.,3,INDEPENDENT,12207 BRIGADOON LN,AUSTIN,78727,25,96,64,33
227901139,AUSTIN ISD,SIMS ELEM.,3,INDEPENDENT,1203 SPRINGDALE RD,AUSTIN,78721-1399,3,10,7,4
227901140,AUSTIN ISD,TRAVIS HEIGHTS,3,INDEPENDENT,2010 ALAMEDA DR,AUSTIN,78704-4312,24,37,23,13
227901141,AUSTIN ISD,WALNUT CREEK EL,3,INDEPENDENT,401 W BRAKER LN,AUSTIN,78753-3038,24,59,23,11
227901143,AUSTIN ISD,PATTON ELEM.,3,INDEPENDENT,6001 WESTCREEK DR,AUSTIN,78749-1351,33,109,72,44
227901144,AUSTIN ISD,WOOTEN ELEM.,3,INDEPENDENT,1406 DALE DR,AUSTIN,78757-8310,5,34,19,7
227901145,AUSTIN ISD,ZAVALA ELEM.,3,INDEPENDENT,310 ROBERT MARTINEZ JR ST,AUSTIN,78702-4598,6,20,17,14
227901146,AUSTIN ISD,ZILKER ELEM.,3,INDEPENDENT,1900 BLUEBONNET LN,AUSTIN,78704-3395,8,63,40,25
227901147,AUSTIN ISD,MENCHACA ELEM.,3,INDEPENDENT,12120 MANCHACA RD,MANCHACA,78652-2720,34,86,48,25
227901148,AUSTIN ISD,OAK HILL ELEM.,3,INDEPENDENT,6101 PATTON RANCH RD,AUSTIN,78735-8511,28,95,70,41
227901149,AUSTIN ISD,BARRINGTON ELEM,3,INDEPENDENT,400 COOPER DR,AUSTIN,78753-5099,14,29,10,3
227901150,AUSTIN ISD,NORMAN ELEM.,3,INDEPENDENT,4001 TANNEHILL LN,AUSTIN,78721-2399,10,15,8,3
227901151,AUSTIN ISD,PILLOW ELEM.,3,INDEPENDENT,3025 CROSSCREEK DR,AUSTIN,78757-7599,13,46,27,20
227901152,AUSTIN ISD,WOOLDRIDGE ELEM,3,INDEPENDENT,1412 NORSEMAN TER,AUSTIN,78758-6529,31,45,22,8
227901154,AUSTIN ISD,DOSS ELEM.,3,INDEPENDENT,7005 NORTHLEDGE DR,AUSTIN,78731-2988,13,126,110,72
227901155,AUSTIN ISD,HILL ELEM.,3,INDEPENDENT,8601 TALLWOOD DR,AUSTIN,78759-8126,17,139,101,67
227901156,AUSTIN ISD,ODOM ELEM.,3,INDEPENDENT,1010 TURTLE CREEK BLVD,AUSTIN,78745-2973,19,39,16,6
227901157,AUSTIN ISD,WINN ELEM.,3,INDEPENDENT,3500 SUSQUEHANNA LN,AUSTIN,78723-2899,6,18,15,9
227901158,AUSTIN ISD,SUNSET VALLEY E,3,INDEPENDENT,3000 JONES RD,AUSTIN,78745-1337,24,49,32,22
227901159,AUSTIN ISD,GRAHAM ELEM.,3,INDEPENDENT,11211 TOM ADAMS DR,AUSTIN,78753-3315,9,74,56,25
227901160,AUSTIN ISD,LINDER ELEM.,3,INDEPENDENT,2801 METCALFE RD,AUSTIN,78741-5633,18,31,19,9
227901161,AUSTIN ISD,COOK ELEM.,3,INDEPENDENT,1511 CRIPPLE CREEK DR,AUSTIN,78758-5099,14,51,38,22
227901162,AUSTIN ISD,HOUSTON ELEM.,3,INDEPENDENT,5409 PONCIANA DR,AUSTIN,78744-2838,19,50,25,6
227901163,AUSTIN ISD,HART ELEM.,3,INDEPENDENT,8301 FURNESS,AUSTIN,78753-5826,28,83,43,22
227901164,AUSTIN ISD,PICKLE ELEM.,3,INDEPENDENT,1101 WHEATLEY,AUSTIN,78752,20,47,25,15
227901165,AUSTIN ISD,MCBEE ELEM.,3,INDEPENDENT,1101 W BRAKER LN,AUSTIN,78758,6,42,26,11
227901166,AUSTIN ISD,WILLIAMS ELEM.,3,INDEPENDENT,500 MAIRO ST,AUSTIN,78748-5456,16,43,21,6
227901168,AUSTIN ISD,LANGFORD ELEM.,3,INDEPENDENT,2206 BLUE MEADOW DR,AUSTIN,78744-5016,26,36,13,2
227901170,AUSTIN ISD,BOONE ELEM.,3,INDEPENDENT,8101 CROFTWOOD DR,AUSTIN,78749-3255,17,65,39,21
227901171,AUSTIN ISD,PALM ELEM.,3,INDEPENDENT,7601 DIXIE DR,AUSTIN,78744-7140,14,45,23,15
227901172,AUSTIN ISD,KOCUREK ELEM.,3,INDEPENDENT,9800 CURLEW DR,AUSTIN,78748-5854,21,45,31,15
227901173,AUSTIN ISD,CASEY ELEM.,3,INDEPENDENT,9400 TEXAS OAKS DR,AUSTIN,78748,16,56,26,12
227901174,AUSTIN ISD,RODRIGUEZ ELEM.,3,INDEPENDENT,4400 FRANKLIN PARK DR,AUSTIN,78744,13,59,39,20
227901175,AUSTIN ISD,WIDEN ELEM.,3,INDEPENDENT,5605 NUCKOLS CROSSING RD,AUSTIN,78744-4615,12,45,30,7
227901176,AUSTIN ISD,GALINDO ELEM.,3,INDEPENDENT,3800 S 2ND ST,AUSTIN,78704-7052,14,63,36,17
227901178,AUSTIN ISD,JORDAN ELEM.,3,INDEPENDENT,6711 JOHNNY MORRIS RD,AUSTIN,78724-3507,25,57,32,15
227901179,AUSTIN ISD,DAVIS ELEM.,3,INDEPENDENT,5214 DUVAL RD,AUSTIN,78727-6613,34,73,42,23
227901180,AUSTIN ISD,KIKER ELEM.,3,INDEPENDENT,5913 LA CROSSE AVE,AUSTIN,78739-1747,8,151,124,90
227901181,AUSTIN ISD,MILLS ELEM.,3,INDEPENDENT,6201 DAVIS LN,AUSTIN,78749,12,98,78,47
227901182,AUSTIN ISD,BARANOFF ELEM.,3,INDEPENDENT,12009 BUCKINGHAM GATE RD,AUSTIN,78748,10,143,110,72
227901183,AUSTIN ISD,COWAN ELEM.,3,INDEPENDENT,2817 KENTISH DR,AUSTIN,78748,16,109,75,46
227901184,AUSTIN ISD,CLAYTON ELEM.,3,INDEPENDENT,7525 LA CROSSE AVE,AUSTIN,78739,6,130,116,74
227901185,AUSTIN ISD,BLAZIER ELEM.,3,INDEPENDENT,8601 NUCKOLS CROSSING RD,AUSTIN,78744,20,122,76,36
227901186,AUSTIN ISD,GUERRERO THOMPS,3,INDEPENDENT,102 E RUNDBERG,AUSTIN,78753,36,55,27,13
227901187,AUSTIN ISD,BALDWIN ELEM.,3,INDEPENDENT,12200 MERIDIAN PARK BLVD,AUSTIN,78739,17,129,94,61
227901188,AUSTIN ISD,PADRON ELEM.,3,INDEPENDENT,2011 W RUNDBERG LN,AUSTIN,78758,17,82,54,19
227901189,AUSTIN ISD,OVERTON ELEM.,3,INDEPENDENT,7201 COLONY LOOP DR,AUSTIN,78724,14,43,24,11
227901190,AUSTIN ISD,PEREZ ELEM.,3,INDEPENDENT,7500 S PLEASANT VLY RD,AUSTIN,78744,29,38,13,4
227901193,AUSTIN ISD,WEBB PRIMARY CE,3,INDEPENDENT,601 E ST JOHNS AVE,AUSTIN,78752-2598,13,20,8,2
227901250,AUSTIN ISD,AUSTIN STATE HO,3,INDEPENDENT,1111 W 6TH ST,AUSTIN,78703-9999,,,,
227904101,PFLUGERVILLE IS,PFLUGERVILLE EL,3,INDEPENDENT,701 IMMANUAL RD,PFLUGERVILLE,78660-8016,21,70,36,18
227904102,PFLUGERVILLE IS,PARMER LANE ELE,3,INDEPENDENT,1806 PARMER LN,AUSTIN,78727-4507,20,51,21,10
227904103,PFLUGERVILLE IS,TIMMERMAN ELEM.,3,INDEPENDENT,412 SWENSON FARMS BV,PFLUGERVILLE,78660-2720,27,55,32,16
227904104,PFLUGERVILLE IS,NORTHWEST ELEM.,3,INDEPENDENT,14014 THERMAL DR,AUSTIN,78728-7417,29,61,30,16
227904105,PFLUGERVILLE IS,DESSAU ELEM.,3,INDEPENDENT,1501 DESSAU RIDGE LN,AUSTIN,78754-9754,69,87,36,10
227904106,PFLUGERVILLE IS,WINDERMERE ELEM,3,INDEPENDENT,1101 PICCADILLY DR,PFLUGERVILLE,78660-1860,21,93,56,28
227904107,PFLUGERVILLE IS,RIVER OAKS ELEM,3,INDEPENDENT,12401 SCOFIELD FARMS DR,AUSTIN,78758-2606,20,52,28,11
227904108,PFLUGERVILLE IS,BROOKHOLLOW ELE,3,INDEPENDENT,1200 RAILROAD AVE,PFLUGERVILLE,78660-2720,31,56,25,5
227904109,PFLUGERVILLE IS,SPRINGHILL ELEM,3,INDEPENDENT,600 S HEATHERWILDE BLVD,PFLUGERVILLE,78660-2518,21,67,30,14
227904111,PFLUGERVILLE IS,COPPERFIELD ELE,3,INDEPENDENT,12135 THOMPKINS DR,AUSTIN,78753-6961,11,51,34,14
227904112,PFLUGERVILLE IS,MURCHISON ELEM.,3,INDEPENDENT,2215 KELLY LN,PFLUGERVILLE,78660,14,130,99,61
227904114,PFLUGERVILLE IS,CALDWELL ELEM.,3,INDEPENDENT,1718 PICADILLY DR,ROUND ROCK,78664,16,90,55,30
227904115,PFLUGERVILLE IS,ROWE LANE ELEM.,3,INDEPENDENT,3112 SPEIDEL DR,PFLUGERVILLE,78660,15,120,87,53
227904116,PFLUGERVILLE IS,HIGHLAND PARK E,3,INDEPENDENT,528 KINGSTON LACY,PFLUGERVILLE,78660,8,90,69,40
227904117,PFLUGERVILLE IS,WIELAND ELEM.,3,INDEPENDENT,900 TUDOR HOUSE RD,PFLUGERVILLE,78660,18,44,24,16
227904118,PFLUGERVILLE IS,RIOJAS ELEM.,3,INDEPENDENT,3400 CRISPIN HILL,PFLUGERVILLE,78660,15,105,77,47
227904119,PFLUGERVILLE IS,RUTH BARRON ELE,3,INDEPENDENT,14850 HARRIS RIDGE,PFLUGERVILLE,78660,16,61,25,12
227904120,PFLUGERVILLE IS,DEARING ELEM.,3,INDEPENDENT,4301 GATTIS SCHOOL RD,ROUND ROCK,78664,17,83,50,16
227904121,PFLUGERVILLE IS,MOTT ELEM.,3,INDEPENDENT,20101 HODDE LN,PFLUGERVILLE,78660,30,120,70,33
227905001,TEXAS SCHOOL FO,TEXAS SCHOOL FO,3,TSD/TSBVI,1100 W 45TH ST,AUSTIN,78756-3413,,,,
227906001,TEXAS SCHOOL FO,TEXAS SCHOOL FO,3,TSD/TSBVI,1102 S CONGRESS AVE,AUSTIN,78704-1728,12,8,1,1
227907101,MANOR ISD,MANOR ELEM.,3,INDEPENDENT,12904 GREGG MANOR RD,MANOR,78653,21,23,11,4
227907102,MANOR ISD,BLUEBONNET TRAI,3,INDEPENDENT,11316 FARMHAVEN RD,AUSTIN,78754-5744,22,56,32,15
227907104,MANOR ISD,DECKER ELEM.,3,INDEPENDENT,8500 DECKER LN,AUSITN,78724,9,30,15,5
227907105,MANOR ISD,BLAKE MANOR ELE,3,INDEPENDENT,18010 BLAKE MANOR RD,MANOR,78653,18,56,35,22
227907106,MANOR ISD,PRESIDENTIAL ME,3,INDEPENDENT,13252 GEORGE BUSH ST,MANOR,78653,35,63,30,9
227907107,MANOR ISD,OAK MEADOWS ELE,3,INDEPENDENT,5600 DECKER LN,AUSTIN,78724,16,40,20,5
227907108,MANOR ISD,PIONEER CROSSIN,3,INDEPENDENT,11300 SAMSUNG BLVD,AUSTIN,78754,8,65,44,30
227907109,MANOR ISD,SHADOWGLEN ELEM,3,INDEPENDENT,12000 SHADOWGLEN TRACE,MANOR,78653,20,77,40,16
227907111,MANOR ISD,LAGOS ELEM.,3,INDEPENDENT,11817 MURCHISON ST,MANOR,78653,9,54,25,14
227909101,EANES ISD,EANES ELEM.,3,INDEPENDENT,4101 BEE CAVE RD,AUSTIN,78746-6497,7,98,61,38
227909102,EANES ISD,CEDAR CREEK ELE,3,INDEPENDENT,3301 PINNACLE RD,AUSTIN,78746-7499,6,85,70,46
227909103,EANES ISD,VALLEY VIEW ELE,3,INDEPENDENT,1201 LOOP 360 S,AUSTIN,78746-6427,6,76,56,36
227909104,EANES ISD,FOREST TRAIL EL,3,INDEPENDENT,1203 LOOP 360 S,AUSTIN,78746-6427,1,85,71,53
227909105,EANES ISD,BARTON CREEK EL,3,INDEPENDENT,1370 PATTERSON RD,AUSTIN,78733-6501,2,88,80,59
227909106,EANES ISD,BRIDGE POINT EL,3,INDEPENDENT,6401 CEDAR ST,AUSTIN,78746-1316,5,105,84,51
227910101,DEL VALLE ISD,POPHAM ELEM.,3,INDEPENDENT,7014 ELROY RD,DEL VALLE,78617,32,54,22,11
227910106,DEL VALLE ISD,SMITH ELEM.,3,INDEPENDENT,4209 SMITH SCHOOL RD,AUSTIN,78744,32,34,11,5
227910107,DEL VALLE ISD,HILLCREST ELEM.,3,INDEPENDENT,6910 E WILLIAM CANNON DR,AUSTIN,78744,23,28,9,6
227910108,DEL VALLE ISD,BATY ELEM.,3,INDEPENDENT,2101 FARO DR,AUSTIN,78741,18,49,29,10
227910109,DEL VALLE ISD,HORNSBY-DUNLAP,3,INDEPENDENT,13901 F M RD 969,AUSTIN,78724-9774,40,47,21,12
227910110,DEL VALLE ISD,DEL VALLE ELEM.,3,INDEPENDENT,5400 ROSS RD,DEL VALLE,78617,37,59,24,7
227910111,DEL VALLE ISD,CREEDMOOR ELEM.,3,INDEPENDENT,5604 FM 1327,CREEDMOOR,78610,25,55,29,10
227910112,DEL VALLE ISD,JOSEPH GILBERT,3,INDEPENDENT,5412 GILBERT RD,AUSTIN,78724,24,50,24,9
227910113,DEL VALLE ISD,NEWTON COLLINS,3,INDEPENDENT,7609 APOGEE BLVD,AUSTIN,78744,39,33,18,11
227912101,LAGO VISTA ISD,LAGO VISTA ELEM,3,INDEPENDENT,20311 DAWN DR,LAGO VISTA,78645-9999,11,91,56,31
227913101,LAKE TRAVIS ISD,LAKE TRAVIS ELE,3,INDEPENDENT,15303 KOLLMEYER,AUSTIN,78734,27,86,49,20
227913102,LAKE TRAVIS ISD,LAKEWAY ELEM.,3,INDEPENDENT,1701 LOHMANS CROSSING RD,AUSTIN,78734-5157,9,110,81,45
227913103,LAKE TRAVIS ISD,BEE CAVE ELEM.,3,INDEPENDENT,14300 HAMILTON POOL RD,AUSTIN,78738,12,139,108,62
227913104,LAKE TRAVIS ISD,LAKE POINTE ELE,3,INDEPENDENT,11801 SONOMA DR,AUSTIN,78738,7,106,86,57
227913105,LAKE TRAVIS ISD,SERENE HILLS EL,3,INDEPENDENT,3301 SERENE HILLS DR,AUSTIN,78738,21,122,81,48
227913106,LAKE TRAVIS ISD,WEST CYPRESS HI,3,INDEPENDENT,6112 CYPRESS RANCH BLVD,SPICEWOOD,78669,8,129,100,68
228901102,GROVETON ISD,GROVETON ELEM.,3,INDEPENDENT,N MAGEE & W 5TH ST,GROVETON,75845-0580,8,51,30,12
228903103,TRINITY ISD,LANSBERRY ELEM.,3,INDEPENDENT,400 S MAPLE,TRINITY,75862-0752,30,63,34,19
228904001,CENTERVILLE ISD,CENTERVILLE H.S,3,INDEPENDENT,N ST HWY 94,GROVETON,75845-9999,3,14,6,3
228905101,APPLE SPRINGS I,APPLE SPRINGS E,3,INDEPENDENT,9120 FM 2501,APPLE SPRINGS,75926-0125,3,10,3,0
229901101,COLMESNEIL ISD,COLMESNEIL ELEM,3,INDEPENDENT,610 W ELDER,COLMESNEIL,75938-0037,8,35,25,12
229903103,WOODVILLE ISD,WOODVILLE INTER,3,INDEPENDENT,401 N CHARLTON ST,WOODVILLE,75979-4529,35,69,20,8
229904101,WARREN ISD,FRED ELEM.,3,INDEPENDENT,140 COUNTY RD 4650,FRED,77616-0010,5,26,14,7
229904103,WARREN ISD,WARREN ELEM.,3,INDEPENDENT,307-FM 3290 S,WARREN,77664-0550,15,41,17,8
229905101,SPURGER ISD,SPURGER ELEM.,3,INDEPENDENT,12212 FM 92,SPURGER,77660-0038,5,23,11,6
229906101,CHESTER ISD,CHESTER ELEM.,3,INDEPENDENT,273 YELLOWJACKET DR,CHESTER,75936-0028,0,14,6,4
230901101,BIG SANDY ISD,BIG SANDY ELEM.,3,INDEPENDENT,401 WILDCAT DR,BIG SANDY,75755-0598,13,37,16,7
230902102,GILMER ISD,GILMER ELEM.,3,INDEPENDENT,1625 US HWY 271 N,GILMER,75644-0040,39,142,81,38
230903102,ORE CITY ISD,ORE CITY ELEM.,3,INDEPENDENT,7001 US HWY 259 N,ORE CITY,75683-0100,8,62,38,21
230904101,UNION HILL ISD,SHARON A. RICHA,3,INDEPENDENT,2197 F M 2088,GILMER,75644-5559,5,10,4,3
230905101,HARMONY ISD,HARMONY ELEM.,3,INDEPENDENT,9788 STATE HWY 154 W,BIG SANDY,75755,5,69,42,24
230906102,NEW DIANA ISD,ROBERT F. HUNT,3,INDEPENDENT,11150 STATE HWY 154 E,DIANA,75640,3,86,69,38
230908101,UNION GROVE ISD,UNION GROVE ELE,3,INDEPENDENT,11220 UNION GROVE RD,GLADEWATER,75647-1447,4,51,33,15
231901102,MCCAMEY ISD,MCCAMEY PRIMARY,3,INDEPENDENT,400 E 11TH ST,MCCAMEY,79752-1069,16,24,15,4
231902102,RANKIN ISD,GOSSETT ELEM.,3,,,,,4,13,7,3
