CAMPUS,DNAME,CNAME,GRADE,District Type,School Street Address,School City,School Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
181906102,WEST ORANGE-COV,WEST ORANGE-STA,4,INDEPENDENT,P O BOX 1107,ORANGE,77631-1107,74.0,78.0,37.0,16.0
181907101,VIDOR ISD,PINE FOREST ELE,4,INDEPENDENT,4150 N MAIN,VIDOR,77662-8946,18.0,81.0,44.0,25.0
181907102,VIDOR ISD,VIDOR ELEM.,4,INDEPENDENT,400 OLD HWY 90 E,VIDOR,77662-5899,25.0,89.0,50.0,26.0
181907103,VIDOR ISD,OAK FOREST ELEM,4,INDEPENDENT,2400 HWY 12,VIDOR,77662-3497,30.0,95.0,58.0,31.0
181908102,LITTLE CYPRESS-,MAURICEVILLE EL,4,INDEPENDENT,20040 F M 1130,ORANGE,77632-9420,30.0,72.0,39.0,18.0
181908103,LITTLE CYPRESS-,LITTLE CYPRESS,4,INDEPENDENT,2300 ALLIE PAYNE,ORANGE,77632-9420,68.0,89.0,40.0,16.0
182901001,GORDON ISD,GORDON SCHOOL,4,INDEPENDENT,BOX 47 112-116 RUSK ST,GORDON,76453-0112,2.0,7.0,5.0,3.0
182902101,GRAFORD ISD,GRAFORD ELEM.,4,,,,,10.0,5.0,2.0,0.0
182903105,MINERAL WELLS I,MINERAL WELLS E,4,INDEPENDENT,1001 SOUTHEAST MARTIN LUTHER KING JR ST,MINERAL WELLS,76067-6050,67.0,160.0,83.0,45.0
182904101,SANTO ISD,SANTO ELEM.,4,INDEPENDENT,P O BOX 67,SANTO,76472-0067,5.0,23.0,13.0,4.0
182905001,STRAWN ISD,STRAWN SCHOOL,4,INDEPENDENT,P O BOX 428,STRAWN,76475-0428,5.0,5.0,1.0,1.0
182906101,PALO PINTO ISD,PALO PINTO ELEM,4,INDEPENDENT,P O BOX 280,PALO PINTO,76484-0280,2.0,13.0,11.0,6.0
183901101,BECKVILLE ISD,BECKVILLE SUNSE,4,INDEPENDENT,P O BOX 37,BECKVILLE,75631-0037,8.0,44.0,32.0,24.0
183902101,CARTHAGE ISD,BAKER-KOONCE IN,4,INDEPENDENT,#1 BULLDOG DR,CARTHAGE,75633-0197,70.0,134.0,75.0,43.0
183904001,GARY ISD,GARY SCHOOL,4,INDEPENDENT,132 BOBCAT TRAIL,GARY,75643-0189,5.0,38.0,25.0,15.0
184901101,POOLVILLE ISD,POOLVILLE ELEM.,4,INDEPENDENT,P O BOX 96,POOLVILLE,76487-0096,13.0,31.0,17.0,8.0
184902106,SPRINGTOWN ISD,SPRINGTOWN ELEM,4,INDEPENDENT,416 E THIRD ST,SPRINGTOWN,76082-2460,17.0,75.0,42.0,25.0
184902107,SPRINGTOWN ISD,SPRINGTOWN RENO,4,INDEPENDENT,172 W RENO RD,AZLE,76020,13.0,48.0,30.0,17.0
184902109,SPRINGTOWN ISD,GOSHEN CREEK EL,4,INDEPENDENT,400 S POJO DR,SPRINGTOWN,76082,17.0,75.0,40.0,18.0
184903102,WEATHERFORD ISD,CROCKETT ELEM.,4,INDEPENDENT,1015 JAMESON,WEATHERFORD,76086-0439,27.0,54.0,26.0,8.0
184903103,WEATHERFORD ISD,WRIGHT ELEM.,4,INDEPENDENT,1309 W CHARLES ST,WEATHERFORD,76086-0439,26.0,51.0,26.0,13.0
184903105,WEATHERFORD ISD,CURTIS ELEM.,4,INDEPENDENT,501 W RUSSELL,WEATHERFORD,76086-0439,24.0,78.0,53.0,30.0
184903106,WEATHERFORD ISD,AUSTIN ELEM.,4,INDEPENDENT,1776 TEXAS DR,WEATHERFORD,76086-0439,31.0,79.0,49.0,25.0
184903108,WEATHERFORD ISD,MARTIN ELEM.,4,INDEPENDENT,719 N OAK RDG DR,WEATHERFORD,76087-7778,30.0,55.0,30.0,20.0
184903109,WEATHERFORD ISD,SEGUIN ELEM.,4,INDEPENDENT,499 E 8TH ST,WEATHERFORD,76086,27.0,39.0,20.0,9.0
184903110,WEATHERFORD ISD,IKARD ELEM.,4,INDEPENDENT,100 IKARD LN,WEATHERFORD,76086,23.0,60.0,29.0,18.0
184904101,MILLSAP ISD,MILLSAP ELEM.,4,INDEPENDENT,101 WILSON BEND RD,MILLSAP,76066-9444,12.0,55.0,33.0,20.0
184907101,ALEDO ISD,VANDAGRIFF ELEM,4,INDEPENDENT,408 FM 1187 S,ALEDO,76008-4407,10.0,84.0,63.0,48.0
184907102,ALEDO ISD,CODER ELEM.,4,INDEPENDENT,12 VERNON RD,ALEDO,76008-3103,13.0,65.0,49.0,30.0
184907103,ALEDO ISD,STUARD ELEM.,4,INDEPENDENT,200 THUNDERHEAD LN,ALEDO,76008,8.0,100.0,81.0,58.0
184907104,ALEDO ISD,MCCALL ELEM.,4,INDEPENDENT,400 SCENIC TRL,WILLOW PARK,76087,13.0,90.0,71.0,47.0
184907105,ALEDO ISD,WALSH ELEM.,4,INDEPENDENT,14113 WALSH AVE,FORT WORTH,76008,16.0,58.0,37.0,20.0
184908101,PEASTER ISD,PEASTER ELEM.,4,INDEPENDENT,P O BOX 129,PEASTER,76485-0129,33.0,64.0,34.0,18.0
184909101,BROCK ISD,BROCK INTERMEDI,4,INDEPENDENT,410 EAGLE SPIRIT LN,BROCK,76087-9636,12.0,94.0,54.0,27.0
184911101,GARNER ISD,GARNER ELEM.,4,INDEPENDENT,2222 GARNER SCHOOL RD,WEATHERFORD,76088-9366,10.0,15.0,7.0,3.0
185901101,BOVINA ISD,BOVINA ELEM.,4,INDEPENDENT,P O BOX 70,BOVINA,79009-0070,17.0,26.0,5.0,1.0
185902101,FARWELL ISD,FARWELL ELEM.,4,INDEPENDENT,P O BOX F,FARWELL,79325-0235,4.0,35.0,23.0,16.0
185903101,FRIONA ISD,FRIONA ELEM.,4,INDEPENDENT,909 E 11TH,FRIONA,79035-1416,30.0,50.0,28.0,15.0
185904001,LAZBUDDIE ISD,LAZBUDDIE SCHOO,4,INDEPENDENT,P O BOX 9,LAZBUDDIE,79053-0009,4.0,3.0,0.0,0.0
186901001,BUENA VISTA ISD,BUENA VISTA SCH,4,INDEPENDENT,P O BOX 310,IMPERIAL,79743-0310,3.0,13.0,7.0,3.0
186902101,FORT STOCKTON I,FORT STOCKTON I,4,INDEPENDENT,101 W DIVISION ST,FORT STOCKTON,79735-7107,106.0,111.0,50.0,15.0
186903101,IRAAN-SHEFFIELD,IRAAN ELEM.,4,INDEPENDENT,P O BOX 486,IRAAN,79744-0486,8.0,17.0,10.0,6.0
187901001,BIG SANDY ISD,BIG SANDY SCHOO,4,INDEPENDENT,P O BOX 188,DALLARDSVILLE,77332-0188,7.0,25.0,18.0,10.0
187903101,GOODRICH ISD,GOODRICH ELEM.,4,INDEPENDENT,P O BOX 789,GOODRICH,77335-0789,11.0,19.0,6.0,5.0
187904103,CORRIGAN-CAMDEN,CORRIGAN-CAMDEN,4,INDEPENDENT,504 S HOME ST,CORRIGAN,75939-2501,28.0,38.0,13.0,8.0
187906101,LEGGETT ISD,LEGGETT ELEM.,4,INDEPENDENT,P O BOX 68,LEGGETT,77350-0068,13.0,3.0,1.0,0.0
187907101,LIVINGSTON ISD,LIVINGSTON INTE,4,,,,,119.0,186.0,107.0,54.0
187910101,ONALASKA ISD,ONALASKA ELEM.,4,INDEPENDENT,P O BOX 2289,ONALASKA,77360-2289,11.0,74.0,52.0,28.0
188901101,AMARILLO ISD,AVONDALE ELEM.,4,INDEPENDENT,1500 AVONDALE,AMARILLO,79106-4421,6.0,76.0,49.0,26.0
188901102,AMARILLO ISD,BELMAR ELEM.,4,INDEPENDENT,6324 ADIRONDACK,AMARILLO,79106-2636,5.0,52.0,39.0,29.0
188901103,AMARILLO ISD,BIVINS ELEM.,4,INDEPENDENT,1500 S FANNIN,AMARILLO,79102-2498,15.0,68.0,43.0,24.0
188901104,AMARILLO ISD,CORONADO ELEM.,4,INDEPENDENT,3210 WIMBERLY RD,AMARILLO,79109-3422,23.0,51.0,21.0,11.0
188901105,AMARILLO ISD,EASTRIDGE ELEM.,4,INDEPENDENT,1314 EVERGREEN,AMARILLO,79107-7535,35.0,72.0,33.0,15.0
188901106,AMARILLO ISD,EMERSON ELEM.,4,INDEPENDENT,600 N CLEVELAND,AMARILLO,79107-5394,11.0,53.0,39.0,28.0
188901107,AMARILLO ISD,FOREST HILL ELE,4,INDEPENDENT,3515 AMARILLO BLVD E,AMARILLO,79107-5735,19.0,53.0,26.0,10.0
188901108,AMARILLO ISD,GLENWOOD ELEM.,4,INDEPENDENT,2407 S HOUSTON,AMARILLO,79103-2509,0.0,52.0,44.0,27.0
188901109,AMARILLO ISD,HAMLET ELEM.,4,INDEPENDENT,705 SYCAMORE,AMARILLO,79107-2044,31.0,20.0,11.0,5.0
188901111,AMARILLO ISD,HUMPHREY'S HIGH,4,INDEPENDENT,3901 SE 15TH AVE,AMARILLO,79104-3020,4.0,80.0,55.0,29.0
188901112,AMARILLO ISD,LAMAR ELEM.,4,INDEPENDENT,3800 LIPSCOMB,AMARILLO,79110-1206,9.0,41.0,31.0,20.0
188901113,AMARILLO ISD,LANDERGIN ELEM.,4,INDEPENDENT,3209 S TAYLOR,AMARILLO,79110-1038,11.0,32.0,11.0,4.0
188901114,AMARILLO ISD,LAWNDALE ELEM.,4,INDEPENDENT,2215 S BIVINS,AMARILLO,79103-4316,19.0,33.0,20.0,10.0
188901115,AMARILLO ISD,LEE ELEM.,4,INDEPENDENT,119 N E 15TH,AMARILLO,79107-3101,13.0,31.0,14.0,8.0
188901119,AMARILLO ISD,OAK DALE ELEM.,4,INDEPENDENT,2711 S HILL,AMARILLO,79103-6516,12.0,44.0,28.0,11.0
188901120,AMARILLO ISD,OLSEN PARK ELEM,4,INDEPENDENT,2409 ANNA,AMARILLO,79106-4745,14.0,53.0,35.0,15.0
188901121,AMARILLO ISD,PARAMOUNT TERRA,4,INDEPENDENT,3906 COUGAR DR,AMARILLO,79109-5512,16.0,37.0,16.0,8.0
188901122,AMARILLO ISD,PLEASANT VALLEY,4,INDEPENDENT,4413 RIVER RD,AMARILLO,79108-5203,10.0,31.0,14.0,7.0
188901123,AMARILLO ISD,RIDGECREST ELEM,4,INDEPENDENT,5306 W 37TH,AMARILLO,79109-4299,32.0,42.0,30.0,17.0
188901124,AMARILLO ISD,ROGERS ELEM.,4,INDEPENDENT,920 N MIRROR,AMARILLO,79107-6736,19.0,58.0,32.0,18.0
188901125,AMARILLO ISD,SANBORN ELEM.,4,INDEPENDENT,700 S ROBERTS,AMARILLO,79102-5561,13.0,58.0,36.0,16.0
188901126,AMARILLO ISD,SAN JACINTO ELE,4,INDEPENDENT,3400 W 4TH,AMARILLO,79106-7999,25.0,49.0,22.0,12.0
188901127,AMARILLO ISD,SOUTH GEORGIA E,4,INDEPENDENT,5018 SUSAN DR,AMARILLO,79110-2331,9.0,63.0,44.0,28.0
188901128,AMARILLO ISD,SOUTH LAWN ELEM,4,INDEPENDENT,4719 S BOWIE,AMARILLO,79110-2505,4.0,69.0,36.0,20.0
188901130,AMARILLO ISD,SUNRISE ELEM.,4,INDEPENDENT,5123 E 14TH,AMARILLO,79104-4301,10.0,37.0,21.0,11.0
188901131,AMARILLO ISD,WESTERN PLATEAU,4,INDEPENDENT,4927 SHAWNEE,AMARILLO,79109-6119,11.0,60.0,43.0,32.0
188901132,AMARILLO ISD,WHITTIER ELEM.,4,INDEPENDENT,2004 N MARRS,AMARILLO,79107-6943,6.0,69.0,39.0,13.0
188901133,AMARILLO ISD,WILLS ELEM.,4,INDEPENDENT,3500 W 11TH,AMARILLO,79106-6435,13.0,59.0,27.0,10.0
188901134,AMARILLO ISD,MESA VERDE ELEM,4,INDEPENDENT,4011 BEAVER,AMARILLO,79107-7309,31.0,39.0,22.0,15.0
188901135,AMARILLO ISD,WOLFLIN ELEM.,4,INDEPENDENT,2026 S HUGHES,AMARILLO,79109-2309,9.0,42.0,23.0,16.0
188901139,AMARILLO ISD,PUCKETT ELEM.,4,INDEPENDENT,6700 OAKHURST,AMARILLO,79109-5026,15.0,57.0,35.0,22.0
188901140,AMARILLO ISD,SLEEPY HOLLOW E,4,INDEPENDENT,3435 REEDER,AMARILLO,79121-1522,3.0,94.0,80.0,54.0
188901141,AMARILLO ISD,WINDSOR ELEM.,4,INDEPENDENT,6700 HYDE PKWY,AMARILLO,79109-6574,19.0,71.0,49.0,29.0
188901142,AMARILLO ISD,WOODLANDS ELEM.,4,INDEPENDENT,2501 N COULTER,AMARILLO,79106,8.0,76.0,60.0,49.0
188901143,AMARILLO ISD,TRADEWIND ELEM.,4,INDEPENDENT,4300 WILLIAMS,AMARILLO,79118,7.0,81.0,52.0,29.0
188901170,AMARILLO ISD,CARVER ELEM. AC,4,INDEPENDENT,1905 W 12TH,AMARILLO,79107-1719,8.0,62.0,47.0,33.0
188902101,RIVER ROAD ISD,ROLLING HILLS E,4,INDEPENDENT,2800 W CHERRY AVE,AMARILLO,79108-1125,37.0,78.0,41.0,19.0
188903101,HIGHLAND PARK I,HIGHLAND PARK E,4,INDEPENDENT,P O BOX 30430,AMARILLO,79120-0430,26.0,44.0,23.0,11.0
188904101,BUSHLAND ISD,BUSHLAND ELEM.,4,INDEPENDENT,P O BOX 60,BUSHLAND,79012-0060,11.0,79.0,39.0,15.0
189901001,MARFA ISD,MARFA SCHOOLS,4,INDEPENDENT,P O BOX T,MARFA,79843-0579,5.0,18.0,13.0,6.0
189902101,PRESIDIO ISD,PRESIDIO ELEM.,4,INDEPENDENT,P O BOX 1401,PRESIDIO,79845-1401,29.0,39.0,21.0,13.0
190903051,RAINS ISD,RAINS INTERMEDI,4,INDEPENDENT,P O BOX 247,EMORY,75440-0247,40.0,99.0,56.0,23.0
191901101,CANYON ISD,GENE HOWE ELEM.,4,INDEPENDENT,5108 PICO,AMARILLO,79110-4918,16.0,71.0,51.0,30.0
191901104,CANYON ISD,SUNDOWN LANE EL,4,INDEPENDENT,4546 W SUNDOWN LN,AMARILLO,79118-9508,5.0,41.0,32.0,26.0
191901105,CANYON ISD,LAKEVIEW ELEM.,4,INDEPENDENT,6407 LAIR RD,AMARILLO,79118-3017,34.0,58.0,40.0,22.0
191901106,CANYON ISD,ARDEN ROAD ELEM,4,INDEPENDENT,6801 LEARNING TREE AVE,AMARILLO,79109-7301,6.0,80.0,61.0,43.0
191901107,CANYON ISD,CRESTVIEW ELEM.,4,INDEPENDENT,80 HUNSLEY RD,CANYON,79015-1742,8.0,91.0,72.0,55.0
191901108,CANYON ISD,REEVES-HINGER E,4,INDEPENDENT,1005 21ST ST,CANYON,79015-5333,22.0,127.0,83.0,50.0
191901112,CANYON ISD,CITY VIEW ELEM.,4,INDEPENDENT,3400 KNOLL,AMARILLO,79118,18.0,90.0,64.0,38.0
191901113,CANYON ISD,HILLSIDE ELEM.,4,INDEPENDENT,9600 PERRY AVE,CANYON,79119-9600,15.0,116.0,74.0,48.0
192901101,REAGAN COUNTY I,REAGAN COUNTY E,4,INDEPENDENT,501 N TEXAS ST,BIG LAKE,76932-3513,24.0,33.0,18.0,10.0
193801001,BIG SPRINGS CHA,BIG SPRINGS CHA,4,CHARTER,P O BOX 399,LEAKEY,78873,7.0,0.0,0.0,0.0
193801101,BIG SPRINGS CHA,HILL COUNTRY YO,4,CHARTER,P O BOX 609,LEAKEY,78873,9.0,0.0,0.0,0.0
193902001,LEAKEY ISD,LEAKEY SCHOOL,4,INDEPENDENT,P O BOX 1129,LEAKEY,78873-1129,7.0,9.0,5.0,5.0
194902101,AVERY ISD,AVERY ELEM.,4,INDEPENDENT,150 SAN ANTONIO ST,AVERY,75554,2.0,20.0,12.0,4.0
194903103,RIVERCREST ISD,RIVERCREST ELEM,4,INDEPENDENT,4220 US HWY 271 S,BOGATA,75417,8.0,45.0,20.0,8.0
194904103,CLARKSVILLE ISD,CHEATHAM ELEM.,4,INDEPENDENT,1500 W MAIN ST,CLARKSVILLE,75426-1016,18.0,24.0,7.0,2.0
194905101,DETROIT ISD,DETROIT ELEM.,4,INDEPENDENT,110 E GARNER,DETROIT,75436-9506,6.0,30.0,21.0,13.0
195901109,PECOS-BARSTOW-T,HAYNES ELEM.,4,INDEPENDENT,P O BOX 869,PECOS,79772-0869,90.0,154.0,78.0,37.0
195902001,BALMORHEA ISD,BALMORHEA SCHOO,4,INDEPENDENT,P O BOX 368,BALMORHEA,79718-0368,11.0,3.0,0.0,0.0
196901102,AUSTWELL-TIVOLI,AUSTWELL-TIVOLI,4,INDEPENDENT,207 REDFISH ST,TIVOLI,77990-4500,2.0,9.0,5.0,2.0
196902102,WOODSBORO ISD,WOODSBORO ELEM.,4,INDEPENDENT,P O BOX 770,WOODSBORO,78393-0770,7.0,27.0,15.0,8.0
196903103,REFUGIO ISD,REFUGIO ELEM.,4,INDEPENDENT,212 W VANCE ST,REFUGIO,78377,8.0,33.0,21.0,11.0
197902001,MIAMI ISD,MIAMI SCHOOL,4,INDEPENDENT,P O BOX 368,MIAMI,79059-0368,0.0,9.0,8.0,8.0
198901101,BREMOND ISD,BREMOND ELEM.,4,INDEPENDENT,P O BOX 190,BREMOND,76629-0190,10.0,22.0,11.0,4.0
198902101,CALVERT ISD,CALVERT SCHOOL,4,INDEPENDENT,P O BOX 7,CALVERT,77837-0007,4.0,6.0,2.0,2.0
198903101,FRANKLIN ISD,ROLAND REYNOLDS,4,INDEPENDENT,P O BOX 909,FRANKLIN,77856-0909,0.0,76.0,57.0,40.0
198905104,HEARNE ISD,HEARNE ELEM.,4,INDEPENDENT,1210 HACKBERRY,HEARNE,77859,27.0,29.0,8.0,1.0
198906101,MUMFORD ISD,MUMFORD ELEM.,4,INDEPENDENT,9755 FM 50,MUMFORD,77807-1439,2.0,41.0,18.0,7.0
199901101,ROCKWALL ISD,VIRGINIA REINHA,4,INDEPENDENT,615 HIGHLAND DR,ROCKWALL,75087-2834,11.0,75.0,65.0,49.0
199901102,ROCKWALL ISD,HOWARD DOBBS EL,4,INDEPENDENT,101 S CLARK ST,ROCKWALL,75087-2562,16.0,64.0,46.0,32.0
199901103,ROCKWALL ISD,AMANDA ROCHELL,4,INDEPENDENT,899 ROCHELL CT,ROCKWALL,75032,32.0,50.0,27.0,19.0
199901105,ROCKWALL ISD,DORIS CULLINS-L,4,INDEPENDENT,5701 SCENIC DR,ROWLETT,75088-4508,45.0,49.0,24.0,10.0
199901106,ROCKWALL ISD,AMY PARKS-HEATH,4,INDEPENDENT,330 LAURENCE DR,HEATH,75032,10.0,66.0,50.0,36.0
199901107,ROCKWALL ISD,NEBBIE WILLIAMS,4,INDEPENDENT,350 DALTON RD,ROCKWALL,75087-7061,3.0,70.0,54.0,40.0
199901108,ROCKWALL ISD,DOROTHY SMITH P,4,INDEPENDENT,6492 FM 3097,ROCKWALL,75032,11.0,55.0,45.0,35.0
199901109,ROCKWALL ISD,DORRIS A. JONES,4,INDEPENDENT,2051 TRAIL GLEN,ROCKWALL,75032,14.0,68.0,56.0,32.0
199901110,ROCKWALL ISD,GRACE HARTMAN E,4,INDEPENDENT,1325 PETALUMA DR,ROCKWALL,75087,5.0,64.0,49.0,39.0
199901111,ROCKWALL ISD,OUIDA SPRINGER,4,INDEPENDENT,3025 LIMESTONE HILL LN,ROCKWALL,75032,16.0,83.0,61.0,45.0
199901112,ROCKWALL ISD,CELIA HAYS ELEM,4,INDEPENDENT,1880 TANNERSON DR,ROCKWALL,75087,10.0,106.0,82.0,55.0
199901113,ROCKWALL ISD,SHARON SHANNON,4,INDEPENDENT,3130 FONTANNA BLVD,ROCKWALL,75032,16.0,82.0,55.0,35.0
199901114,ROCKWALL ISD,BILLIE STEVENSO,4,INDEPENDENT,636 STEVENSON DR,FATE,75087,4.0,96.0,77.0,51.0
199901115,ROCKWALL ISD,LINDA LYON ELEM,4,INDEPENDENT,2186 TROPHY DR,HEATH,75126,7.0,65.0,54.0,38.0
199902102,ROYSE CITY ISD,DAVIS ELEM.,4,INDEPENDENT,1401 E RUTH CHERRY LN,ROYSE CITY,75189-0479,25.0,89.0,59.0,33.0
199902104,ROYSE CITY ISD,ANITA SCOTT ELE,4,INDEPENDENT,1401 E RUTH CHERRY LN,ROYSE CITY,75189-0479,20.0,78.0,57.0,34.0
199902105,ROYSE CITY ISD,W.R. (BILL) FOR,4,INDEPENDENT,1401 E RUTH CHERRY LN,ROYSE CITY,75189-0479,13.0,101.0,80.0,47.0
199902106,ROYSE CITY ISD,MISS MAY VERNON,4,INDEPENDENT,1401 E RUTH CHERRY LN,ROYSE CITY,75189-0479,26.0,128.0,85.0,51.0
200901101,BALLINGER ISD,BALLINGER ELEM.,4,INDEPENDENT,P O BOX 231,BALLINGER,76821-0231,17.0,46.0,24.0,11.0
200902101,MILES ISD,MILES ELEM.,4,INDEPENDENT,P O BOX 308,MILES,76861-0308,4.0,28.0,21.0,13.0
200904101,WINTERS ISD,WINTERS ELEM.,4,INDEPENDENT,603 N HEIGHTS ST,WINTERS,79567-4003,9.0,24.0,15.0,8.0
200906101,OLFEN ISD,OLFEN SCHOOL,4,INDEPENDENT,1122 PR 2562,ROWENA,76875-9502,0.0,10.0,7.0,3.0
201902108,HENDERSON ISD,NORTHSIDE ELEM.,4,INDEPENDENT,P O BOX 728,HENDERSON,75653-0728,37.0,217.0,132.0,76.0
201903001,LANEVILLE ISD,LANEVILLE SCHOO,4,INDEPENDENT,7415 FM 1798 W,LANEVILLE,75667-9708,6.0,4.0,0.0,0.0
201904101,LEVERETTS CHAPE,LEVERETTS CHAPE,4,INDEPENDENT,P O BOX 669,LAIRD HILL,75666-0669,5.0,13.0,6.0,4.0
201907101,MOUNT ENTERPRIS,MOUNT ENTERPRIS,4,INDEPENDENT,301 NW 3RD ST,MT ENTERPRISE,75681,8.0,26.0,12.0,7.0
201908101,OVERTON ISD,OVERTON ELEM.,4,INDEPENDENT,P O BOX 130,OVERTON,75684-0130,17.0,28.0,15.0,8.0
201910102,TATUM ISD,TATUM ELEM.,4,INDEPENDENT,510 CRYSTAL FARMS RD,TATUM,75691-0808,10.0,96.0,69.0,33.0
201913001,CARLISLE ISD,CARLISLE SCHOOL,4,INDEPENDENT,P O BOX 187,PRICE,75687-0187,14.0,33.0,16.0,9.0
201914104,WEST RUSK COUNT,WEST RUSK INTER,4,INDEPENDENT,P O BOX 168,NEW LONDON,75682-0168,21.0,58.0,28.0,14.0
202903101,HEMPHILL ISD,HEMPHILL ELEM.,4,INDEPENDENT,P O BOX 1950,HEMPHILL,75948-1950,26.0,41.0,15.0,5.0
202905102,WEST SABINE ISD,WEST SABINE ELE,4,INDEPENDENT,P O BOX 869,PINELAND,75968-0869,13.0,28.0,17.0,10.0
203901102,SAN AUGUSTINE I,SAN AUGUSTINE E,4,INDEPENDENT,1002 BARRETT ST,SAN AUGUSTINE,75972-2232,36.0,16.0,5.0,3.0
203902101,BROADDUS ISD,BROADDUS ELEM.,4,INDEPENDENT,P O BOX 58,BROADDUS,75929-0058,5.0,28.0,17.0,7.0
204901103,COLDSPRING-OAKH,COLDSPRING INTE,4,INDEPENDENT,P O BOX 39,COLDSPRING,77331-0039,55.0,61.0,16.0,10.0
204904102,SHEPHERD ISD,SHEPHERD INTERM,4,INDEPENDENT,1401 S BYRD AVE,SHEPHERD,77371-9580,97.0,69.0,25.0,8.0
205901104,ARANSAS PASS IS,CHARLIE MARSHAL,4,INDEPENDENT,2300 MCMULLEN LN,ARANSAS PASS,78336-9999,25.0,82.0,41.0,19.0
205902101,GREGORY-PORTLAN,AUSTIN ELEM.,4,INDEPENDENT,308 N GREGORY AVE,GREGORY,78359-0338,20.0,56.0,36.0,21.0
205902102,GREGORY-PORTLAN,CLARK ELEM.,4,INDEPENDENT,2250 MEMORIAL PKWY,PORTLAND,78374-2099,26.0,85.0,52.0,36.0
205902103,GREGORY-PORTLAN,EAST CLIFF ELEM,4,INDEPENDENT,1140 BROADWAY,PORTLAND,78374-1399,12.0,92.0,58.0,39.0
205902104,GREGORY-PORTLAN,ANDREWS ELEM.,4,INDEPENDENT,4015 MOORE AVE,PORTLAND,78374-2023,17.0,71.0,40.0,25.0
205903104,INGLESIDE ISD,GILBERT J. MIRC,4,INDEPENDENT,2720 BIG OAK LN,INGLESIDE,78362,47.0,111.0,54.0,27.0
205904102,MATHIS ISD,MATHIS INTERMED,4,INDEPENDENT,P O BOX 1179,MATHIS,78368-1179,7.0,98.0,67.0,34.0
205905101,ODEM-EDROY ISD,ODEM INTERMEDIA,4,INDEPENDENT,1 OWL SQUARE,ODEM,78370,19.0,36.0,16.0,9.0
205906105,SINTON ISD,SINTON ELEM.,4,INDEPENDENT,P O BOX 1337,SINTON,78387-2405,40.0,122.0,76.0,46.0
205907101,TAFT ISD,WOODROE PETTY E,4,INDEPENDENT,400 COLLEGE ST,TAFT,78390-3016,38.0,42.0,20.0,6.0
206901101,SAN SABA ISD,SAN SABA ELEM.,4,INDEPENDENT,808 W WALLACE,SAN SABA,76877-3523,22.0,42.0,19.0,9.0
206902001,RICHLAND SPRING,RICHLAND SPRING,4,INDEPENDENT,700 W COYOTE TRL,RICHLAND SPRINGS,76871-1005,4.0,2.0,1.0,0.0
206903001,CHEROKEE ISD,CHEROKEE SCHOOL,4,INDEPENDENT,P O BOX 100,CHEROKEE,76832-0100,1.0,5.0,2.0,2.0
207901101,SCHLEICHER ISD,ELDORADO ELEM.,4,INDEPENDENT,P O BOX W,ELDORADO,76936-1247,16.0,27.0,16.0,6.0
208901001,HERMLEIGH ISD,HERMLEIGH SCHOO,4,INDEPENDENT,8010 BUSINESS 84H,HERMLEIGH,79526,11.0,14.0,6.0,3.0
208902110,SNYDER ISD,SNYDER INTERMED,4,INDEPENDENT,2901 37TH ST,SNYDER,79549,69.0,126.0,69.0,45.0
208903001,IRA ISD,IRA SCHOOL,4,INDEPENDENT,6190 W FM 1606,IRA,79527-0240,3.0,20.0,15.0,9.0
209901101,ALBANY ISD,NANCY SMITH ELE,4,INDEPENDENT,BOX 2499,ALBANY,76430,7.0,32.0,15.0,5.0
209902001,MORAN ISD,MORAN SCHOOL,4,INDEPENDENT,P O BOX 98,MORAN,76464-0098,4.0,1.0,0.0,0.0
210901102,CENTER ISD,CENTER INTERMED,4,INDEPENDENT,624 MALONE DR,CENTER,75935-4099,35.0,162.0,82.0,35.0
210902102,JOAQUIN ISD,JOAQUIN ELEM.,4,INDEPENDENT,11109 HWY 84 E,JOAQUIN,75954,5.0,43.0,23.0,9.0
210903002,SHELBYVILLE ISD,SHELBYVILLE SCH,4,INDEPENDENT,P O BOX 325,SHELBYVILLE,75973-0325,6.0,57.0,37.0,18.0
210904002,TENAHA ISD,TENAHA SCHOOLS,4,INDEPENDENT,P O BOX 318,TENAHA,75974,6.0,35.0,24.0,8.0
210905001,TIMPSON ISD,TIMPSON SCHOOL,4,INDEPENDENT,P O BOX 370,TIMPSON,75975-0370,10.0,37.0,19.0,5.0
210906101,EXCELSIOR ISD,EXCELSIOR ELEM.,4,INDEPENDENT,11270 ST HWY 7 W,CENTER,75935-5304,2.0,7.0,3.0,2.0
211901101,TEXHOMA ISD,TEXHOMA ELEM.,4,INDEPENDENT,P O BOX 10080,TEXHOMA,73960-1080,3.0,19.0,7.0,4.0
211902102,STRATFORD ISD,MARY ALLEN ELEM,4,INDEPENDENT,P O BOX 108,STRATFORD,79084-0108,11.0,39.0,27.0,14.0
212801101,CUMBERLAND ACAD,CUMBERLAND ACAD,4,CHARTER,1340 SHILOH RD,TYLER,75703,32.0,68.0,34.0,18.0
212801102,CUMBERLAND ACAD,THE LEADERSHIP,4,CHARTER,6720 OAK HILL BLVD,TYLER,75703,4.0,4.0,2.0,1.0
212804001,UT TYLER UNIVER,UT TYLER UNIVER,4,CHARTER,3900 UNIVERSITY BLVD,TYLER,75799,13.0,27.0,14.0,4.0
