,Unnamed: 0,CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level,Full Address,Latitude,Longitude,Total Students,% Pass,Quadrant,random,university
764,775,43907122,MCKINNEY ISD,J.B. WILMETH EL,3,INDEPENDENT,901 LACIMA DR,MCKINNEY,75071-3211,13.0,109.0,78.0,38.0,"901 LACIMA DR MCKINNEY,TX 75071-3211",33.211830600000006,-96.7177923,238.0,48.739495798319325,NE,2906,1
3084,3122,152901177,LUBBOCK ISD,RAMIREZ ELEM.,3,INDEPENDENT,702 AVE T,LUBBOCK,79401,5.0,56.0,36.0,22.0,"702 AVE T LUBBOCK,TX 79401",33.58901710000001,-101.8612839,119.0,48.739495798319325,NW,4652,1
853,865,46901106,NEW BRAUNFELS I,COUNTY LINE ELE,3,INDEPENDENT,1200 COUNTY LINE RD,NEW BRAUNFELS,78130-8399,8.0,53.0,39.0,19.0,"1200 COUNTY LINE RD NEW BRAUNFELS,TX 78130-8399",29.6708784,-98.1211255,119.0,48.739495798319325,SE,1147,1
1785,1813,79907154,FORT BEND ISD,JAMES C. NEILL,3,INDEPENDENT,3830 HARVEST CORNER DR,RICHMOND,77406-2308,17.0,104.0,73.0,42.0,"3830 HARVEST CORNER DR RICHMOND,TX 77406-2308",29.649731699999997,-95.7214103,236.0,48.728813559322035,SE,1088,1
4455,4513,246913107,LEANDER ISD,STEINER RANCH E,3,INDEPENDENT,4001 QUINLAN PARK RD,AUSTIN,78732-3040,12.0,88.0,58.0,37.0,"4001 QUINLAN PARK RD AUSTIN,TX 78732-3040",30.37932679999999,-97.8842357,195.0,48.717948717948715,SE,2477,1
3408,3450,178904153,CORPUS CHRISTI,EARLY CHILDHOOD,3,INDEPENDENT,6300 OCEAN DR,CORPUS CHRISTI,78412-5599,1.0,19.0,13.0,6.0,"6300 OCEAN DR CORPUS CHRISTI,TX 78412-5599",27.712744,-97.3241431,39.0,48.717948717948715,SE,1614,1
3980,4027,221801048,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,1504 E 51ST ST BLDG E,AUSTIN,78723,2.0,18.0,11.0,8.0,"1504 E 51ST ST BLDG E AUSTIN,TX 78723",30.305823600000004,-97.7013657,39.0,48.717948717948715,SE,127,1
1901,1931,92906102,SABINE ISD,SABINE ELEM.,3,INDEPENDENT,645 ACCESS RD (CR 3634),KILGORE,75662,13.0,86.0,63.0,31.0,"645 ACCESS RD (CR 3634) KILGORE,TX 75662",32.4365674,-94.9348769,193.0,48.704663212435236,NE,3831,0
4314,4371,240901115,LAREDO ISD,SANTA MARIA ELE,3,INDEPENDENT,3817 SANTA MARIA,LAREDO,78041-4299,16.0,63.0,46.0,29.0,"3817 SANTA MARIA LAREDO,TX 78041-4299",27.534725,-99.50947420000001,154.0,48.701298701298704,SW,601,1
3005,3041,137901105,KINGSVILLE ISD,HARVEY ELEM.,3,INDEPENDENT,1301 E KENEDY AVE,KINGSVILLE,78363-5941,13.0,66.0,48.0,27.0,"1301 E KENEDY AVE KINGSVILLE,TX 78363-5941",27.514221999999997,-97.84895,154.0,48.701298701298704,SE,2419,1
703,714,43903101,CELINA ISD,CELINA ELEM.,3,INDEPENDENT,550 S UTAH,CELINA,75009,7.0,91.0,65.0,28.0,"550 S UTAH CELINA,TX 75009",33.3176375,-96.791699,191.0,48.69109947643979,NE,3747,0
2728,2761,108909110,PHARR-SAN JUAN-,ZEFERINO FARIAS,3,INDEPENDENT,1100 W ACACIA ST,ALAMO,78516-8601,11.0,67.0,48.0,26.0,"1100 W ACACIA ST ALAMO,TX 78516-8601",26.185261999999998,-98.1229362,152.0,48.68421052631579,SE,3181,1
3011,3047,137904101,SANTA GERTRUDIS,SANTA GERTRUDIS,3,INDEPENDENT,803 SANTA ROSA,KINGSVILLE,78363,7.0,32.0,25.0,12.0,"803 SANTA ROSA KINGSVILLE,TX 78363",27.524150899999995,-97.89453359999999,76.0,48.68421052631579,SE,2731,1
2373,2406,101914114,KATY ISD,EDNA MAE FIELDE,3,INDEPENDENT,2100 GREENWAY VILLAGE DR,KATY,77494-2117,15.0,121.0,83.0,46.0,"2100 GREENWAY VILLAGE DR KATY,TX 77494-2117",29.751835999999997,-95.77133140000001,265.0,48.679245283018865,SE,2200,1
3565,3608,199902106,ROYSE CITY ISD,MISS MAY VERNON,3,INDEPENDENT,100 MISS MAY DR,FATE,75132,16.0,120.0,84.0,45.0,"100 MISS MAY DR FATE,TX 75132",32.955211,-96.3858314,265.0,48.679245283018865,NE,4950,0
2782,2815,108913103,WESLACO ISD,SAM HOUSTON ELE,3,INDEPENDENT,608 N CANTU,WESLACO,78596-4878,9.0,88.0,60.0,32.0,"608 N CANTU WESLACO,TX 78596-4878",26.168793899999997,-97.986017,189.0,48.67724867724868,SE,2436,1
3459,3502,184907105,ALEDO ISD,WALSH ELEM.,3,INDEPENDENT,14113 WALSH AVE,FORT WORTH,76008,11.0,66.0,45.0,28.0,"14113 WALSH AVE FORT WORTH,TX 76008",32.737442,-97.5719523,150.0,48.666666666666664,NE,694,1
456,461,20901109,ALVIN ISD,HOOD-CASE ELEM.,3,INDEPENDENT,1450 HTS RD,ALVIN,77511-2702,13.0,83.0,58.0,33.0,"1450 HTS RD ALVIN,TX 77511-2702",29.43687449999999,-95.255627,187.0,48.663101604278076,SE,449,1
3521,3564,191901101,CANYON ISD,GENE HOWE ELEM.,3,INDEPENDENT,5108 PICO,AMARILLO,79110-4918,15.0,61.0,43.0,29.0,"5108 PICO AMARILLO,TX 79110-4918",35.120163,-101.89376999999999,148.0,48.648648648648646,NW,4448,0
918,931,57803107,UPLIFT EDUCATIO,UPLIFT LUNA PRE,3,CHARTER,2020 N LAMAR STE 100,DALLAS,75202,10.0,66.0,47.0,25.0,"2020 N LAMAR STE 100 DALLAS,TX 75202",32.783793599999996,-96.8066805,148.0,48.648648648648646,NE,1271,1
3962,4009,220920101,WHITE SETTLEMEN,LIBERTY ELEM.,3,INDEPENDENT,7976 WHITNEY DR,WHITE SETTLEMENT,76108-2512,6.0,70.0,49.0,23.0,"7976 WHITNEY DR WHITE SETTLEMENT,TX 76108-2512",32.753839899999996,-97.454081,148.0,48.648648648648646,NE,2225,1
3296,3338,170903105,MONTGOMERY ISD,LONE STAR ELEM.,3,INDEPENDENT,16600 FM 2854,MONTGOMERY,77316,13.0,98.0,65.0,40.0,"16600 FM 2854 MONTGOMERY,TX 77316",30.320553000000004,-95.618706,216.0,48.611111111111114,SE,3866,0
2924,2960,126902101,BURLESON ISD,THE ACAD. AT NO,3,INDEPENDENT,201 S DOBSON ST,BURLESON,76028-4809,15.0,95.0,65.0,39.0,"201 S DOBSON ST BURLESON,TX 76028-4809",32.540804,-97.318036,214.0,48.598130841121495,NE,2766,1
3097,3135,152901193,LUBBOCK ISD,ROBERTS ELEM.,3,INDEPENDENT,7901 AVE P,LUBBOCK,79423,7.0,102.0,66.0,37.0,"7901 AVE P LUBBOCK,TX 79423",33.5219158,-101.8520309,212.0,48.58490566037736,NW,1416,1
479,484,20905111,BRAZOSPORT ISD,BESS BRANNEN EL,3,INDEPENDENT,802 THAT WAY ST,LAKE JACKSON,77566-4299,6.0,103.0,70.0,33.0,"802 THAT WAY ST LAKE JACKSON,TX 77566-4299",29.062098,-95.447629,212.0,48.58490566037736,SE,2646,1
999,1014,57903132,CARROLLTON-FARM,LA VILLITA ELEM,3,INDEPENDENT,1601 CAMINO LAGO WAY,IRVING,75039,20.0,89.0,61.0,42.0,"1601 CAMINO LAGO WAY IRVING,TX 75039",32.9029012,-96.93659659999999,212.0,48.58490566037736,NE,4415,1
3095,3133,152901191,LUBBOCK ISD,WRIGHT ELEM.,3,INDEPENDENT,1302 ADRIAN ST,LUBBOCK,79403,1.0,35.0,25.0,9.0,"1302 ADRIAN ST LUBBOCK,TX 79403",33.626483,-101.849906,70.0,48.57142857142857,NW,27,1
3479,3522,188901101,AMARILLO ISD,AVONDALE ELEM.,3,INDEPENDENT,1500 AVONDALE,AMARILLO,79106-4421,7.0,83.0,56.0,29.0,"1500 AVONDALE AMARILLO,TX 79106-4421",35.1988749,-101.8945189,175.0,48.57142857142857,NW,2918,1
4203,4259,227909101,EANES ISD,EANES ELEM.,3,INDEPENDENT,4101 BEE CAVE RD,AUSTIN,78746-6497,7.0,98.0,61.0,38.0,"4101 BEE CAVE RD AUSTIN,TX 78746-6497",30.282705800000002,-97.8116433,204.0,48.529411764705884,SE,884,1
3897,3944,220908125,MANSFIELD ISD,JUDY MILLER ELE,3,INDEPENDENT,403 N HOLLAND RD,MANSFIELD,76063-1794,16.0,88.0,61.0,37.0,"403 N HOLLAND RD MANSFIELD,TX 76063-1794",32.570314,-97.065474,202.0,48.51485148514851,NE,3258,0
198,200,15907117,SAN ANTONIO ISD,AGNES COTTON AC,3,INDEPENDENT,1616 BLANCO RD,SAN ANTONIO,78212-2796,6.0,28.0,20.0,12.0,"1616 BLANCO RD SAN ANTONIO,TX 78212-2796",29.4608874,-98.5069727,66.0,48.484848484848484,SE,1734,1
1467,1488,62906101,MEYERSVILLE ISD,MEYERSVILLE ELE,3,INDEPENDENT,1897 MEYERSVILLE RD,MEYERSVILLE,77974-1897,2.0,15.0,11.0,5.0,"1897 MEYERSVILLE RD MEYERSVILLE,TX 77974-1897",28.9297663,-97.31807490000001,33.0,48.484848484848484,SE,479,0
2805,2838,109910101,MOUNT CALM ISD,MOUNT CALM ISD,3,INDEPENDENT,200 N COATES E,MOUNT CALM,76673-0105,1.0,16.0,10.0,6.0,"200 N COATES E MOUNT CALM,TX 76673-0105",31.762702,-96.87897729999999,33.0,48.484848484848484,NE,1158,0
3622,3666,212905103,TYLER ISD,BIRDWELL ELEM.,3,INDEPENDENT,2010 TALLEY AVE,TYLER,75701,9.0,57.0,37.0,25.0,"2010 TALLEY AVE TYLER,TX 75701",32.3282776,-95.3101688,128.0,48.4375,NE,414,1
2081,2113,101907115,CYPRESS-FAIRBAN,MOORE ELEM.,3,INDEPENDENT,13734 LAKEWOOD FOREST DR,HOUSTON,77070-2814,20.0,112.0,81.0,43.0,"13734 LAKEWOOD FOREST DR HOUSTON,TX 77070-2814",29.978042300000002,-95.5958331,256.0,48.4375,SE,1192,1
3389,3431,178904123,CORPUS CHRISTI,MEADOWBROOK ELE,3,INDEPENDENT,901 MEADOWBROOK DR,CORPUS CHRISTI,78412-3375,19.0,47.0,36.0,26.0,"901 MEADOWBROOK DR CORPUS CHRISTI,TX 78412-3375",27.718068100000004,-97.3682423,128.0,48.4375,SE,1137,1
487,492,20908102,PEARLAND ISD,C.J. HARRIS ELE,3,INDEPENDENT,2314 SCHLEIDER DR,PEARLAND,77581-4209,11.0,120.0,80.0,43.0,"2314 SCHLEIDER DR PEARLAND,TX 77581-4209",29.565752399999997,-95.2719537,254.0,48.425196850393704,SE,3014,1
3115,3153,152907111,FRENSHIP ISD,UPLAND HEIGHTS,3,INDEPENDENT,10020 UPLAND AVE,LUBBOCK,79424,15.0,83.0,60.0,32.0,"10020 UPLAND AVE LUBBOCK,TX 79424",33.5019228,-101.9758569,190.0,48.421052631578945,NW,2998,1
2403,2436,101915103,KLEIN ISD,HAUDE ELEM.,3,INDEPENDENT,3111 LOUETTA,SPRING,77388-4610,21.0,109.0,81.0,41.0,"3111 LOUETTA SPRING,TX 77388-4610",30.051834399999997,-95.4608252,252.0,48.41269841269841,SE,607,1
3660,3704,214903108,ROMA ISD,ROEL A. AND CEL,3,INDEPENDENT,310 S GATE RD,ROMA,78584,0.0,81.0,54.0,22.0,"310 S GATE RD ROMA,TX 78584",26.4088523,-99.0156554,157.0,48.40764331210191,SE,2212,1
2927,2963,126902104,BURLESON ISD,NORWOOD ELEM.,3,INDEPENDENT,619 EVELYN LN,BURLESON,76028-6520,14.0,50.0,37.0,23.0,"619 EVELYN LN BURLESON,TX 76028-6520",32.5277349,-97.323945,124.0,48.38709677419355,NE,4831,1
3442,3485,183904001,GARY ISD,GARY SCHOOL,3,INDEPENDENT,132 BOBCAT TRL,GARY,75643,6.0,26.0,21.0,9.0,"132 BOBCAT TRL GARY,TX 75643",32.028729,-94.3681558,62.0,48.38709677419355,NE,2740,0
2675,2708,108904124,EDINBURG CISD,VILLARREAL ELEM,3,INDEPENDENT,4014 N DOOLITTLE RD,EDINBURG,78539,19.0,92.0,66.0,38.0,"4014 N DOOLITTLE RD EDINBURG,TX 78539",26.3370348,-98.1220818,215.0,48.372093023255815,SE,3326,1
512,517,21901111,COLLEGE STATION,SPRING CREEK EL,3,INDEPENDENT,2450 BREWSTER DR,COLLEGE STATION,77845,16.0,108.0,75.0,41.0,"2450 BREWSTER DR COLLEGE STATION,TX 77845",30.549920899999996,-96.2884488,240.0,48.333333333333336,SE,2455,1
4452,4510,246913104,LEANDER ISD,CYPRESS ELEM.,3,INDEPENDENT,2900 EL SALIDO PKWY,CEDAR PARK,78613-5399,17.0,106.0,73.0,42.0,"2900 EL SALIDO PKWY CEDAR PARK,TX 78613-5399",30.465076300000003,-97.8362559,238.0,48.319327731092436,SE,4533,1
4077,4131,227820212,KIPP: TEXAS PUB,KIPP: CONNECT H,3,CHARTER,6700 BELLAIRE BLVD,HOUSTON,77074,8.0,99.0,66.0,34.0,"6700 BELLAIRE BLVD HOUSTON,TX 77074",29.7061081,-95.5021165,207.0,48.309178743961354,SE,578,1
2723,2756,108908116,MISSION CISD,HILDA C. ESCOBA,3,INDEPENDENT,3505 N TROSPER RD,MISSION,78574,8.0,53.0,43.0,14.0,"3505 N TROSPER RD MISSION,TX 78574",26.249207000000002,-98.3283767,118.0,48.30508474576271,SE,4751,0
1662,1688,71909109,SOCORRO ISD,MYRTLE COOPER E,3,INDEPENDENT,1515 REBECCA ANN,EL PASO,79936-6211,10.0,66.0,50.0,21.0,"1515 REBECCA ANN EL PASO,TX 79936-6211",31.74081409999999,-106.2931162,147.0,48.29931972789116,NW,2263,1
748,759,43907102,MCKINNEY ISD,FINCH ELEM.,3,INDEPENDENT,1205 S TENNESSEE ST,MCKINNEY,75069-6709,13.0,32.0,26.0,16.0,"1205 S TENNESSEE ST MCKINNEY,TX 75069-6709",33.1861326,-96.6155315,87.0,48.275862068965516,NE,4297,1
57,58,14803004,PRIORITY CHARTE,CEDAR PARK CHAR,3,CHARTER,201 BUTTERCUP CREEK BLVD,CEDAR PARK,78613,2.0,13.0,8.0,6.0,"201 BUTTERCUP CREEK BLVD CEDAR PARK,TX 78613",30.5035462,-97.8220936,29.0,48.275862068965516,SE,3938,1
3867,3914,220907119,KELLER ISD,WOODLAND SPRING,3,INDEPENDENT,12120 WOODLAND SPRINGS,KELLER,76244,23.0,95.0,71.0,39.0,"12120 WOODLAND SPRINGS KELLER,TX 76244",32.9464138,-97.26233570000001,228.0,48.24561403508772,NE,1560,1
4350,4407,240903134,UNITED ISD,FREEDOM ELEM.,3,INDEPENDENT,415 EG RANCH RD,LAREDO,78043,4.0,69.0,50.0,18.0,"415 EG RANCH RD LAREDO,TX 78043",27.481812599999998,-99.41174090000001,141.0,48.226950354609926,SW,3175,0
4355,4412,241903102,EL CAMPO ISD,HUTCHINS ELEM.,3,INDEPENDENT,1006 ROBERTS,EL CAMPO,77437-3299,36.0,197.0,138.0,79.0,"1006 ROBERTS EL CAMPO,TX 77437-3299",29.198245299999996,-96.28459040000001,450.0,48.22222222222222,SE,4539,0
620,630,31906103,LOS FRESNOS CIS,LAS YESCAS ELEM,3,INDEPENDENT,23413 FM 803,SAN BENITO,78586,7.0,51.0,36.0,18.0,"23413 FM 803 SAN BENITO,TX 78586",26.218876799999997,-97.5057429,112.0,48.214285714285715,SE,4390,0
1617,1643,71905107,YSLETA ISD,EDGEMERE ELEM.,3,INDEPENDENT,10300 EDGEMERE BLVD,EL PASO,79925,5.0,82.0,56.0,25.0,"10300 EDGEMERE BLVD EL PASO,TX 79925",31.7881162,-106.33911289999999,168.0,48.214285714285715,NW,1647,1
1098,1114,57905209,DALLAS ISD,ASCHER SILBERST,3,INDEPENDENT,5940 HOLLIS AVE,DALLAS,75227-6311,12.0,89.0,59.0,35.0,"5940 HOLLIS AVE DALLAS,TX 75227-6311",32.7677164,-96.7198822,195.0,48.205128205128204,NE,1119,1
4075,4129,227820209,KIPP: TEXAS PUB,KIPP: EXPLORE A,3,CHARTER,5402 LAWNDALE ST,HOUSTON,77023,14.0,101.0,69.0,38.0,"5402 LAWNDALE ST HOUSTON,TX 77023",29.726794199999997,-95.3229476,222.0,48.1981981981982,SE,1639,1
3066,3103,149902101,THREE RIVERS IS,THREE RIVERS EL,3,INDEPENDENT,105 S SCHOOL RD,THREE RIVERS,78071,6.0,37.0,30.0,10.0,"105 S SCHOOL RD THREE RIVERS,TX 78071",28.4592202,-98.17592140000001,83.0,48.19277108433735,SE,1279,0
163,165,15901104,ALAMO HEIGHTS I,WOODRIDGE ELEM.,3,INDEPENDENT,100 WOODRIDGE,SAN ANTONIO,78209-2999,26.0,146.0,102.0,58.0,"100 WOODRIDGE SAN ANTONIO,TX 78209-2999",29.502811600000005,-98.4545621,332.0,48.19277108433735,SE,1544,1
1980,2012,101858001,HARMONY SCHOOL,HARMONY SCHOOL,3,CHARTER,7340 N GESSNER DR,HOUSTON,77040,20.0,80.0,56.0,37.0,"7340 N GESSNER DR HOUSTON,TX 77040",29.8722261,-95.542521,193.0,48.18652849740933,SE,2795,1
988,1003,57903118,CARROLLTON-FARM,ROSEMEADE ELEM.,3,INDEPENDENT,3550 KIMBERLY,CARROLLTON,75007-2987,4.0,53.0,33.0,20.0,"3550 KIMBERLY CARROLLTON,TX 75007-2987",33.007450899999995,-96.905737,110.0,48.18181818181818,NE,3108,1
596,606,31901143,BROWNSVILLE ISD,KELLER ELEM.,3,INDEPENDENT,2540 W ALTON GLOOR,BROWNSVILLE,78520,11.0,74.0,52.0,27.0,"2540 W ALTON GLOOR BROWNSVILLE,TX 78520",25.952839,-97.5361387,164.0,48.170731707317074,SE,113,1
2733,2766,108909117,PHARR-SAN JUAN-,KELLY-PHARR ELE,3,INDEPENDENT,500 E SAM HOUSTON ST,PHARR,78577-5540,10.0,74.0,50.0,28.0,"500 E SAM HOUSTON ST PHARR,TX 78577-5540",26.1861408,-98.1790415,162.0,48.148148148148145,SE,3122,1
2452,2485,101917114,PASADENA ISD,RED BLUFF ELEM.,3,INDEPENDENT,416 BEARLE ST,PASADENA,77506-3002,3.0,53.0,32.0,20.0,"416 BEARLE ST PASADENA,TX 77506-3002",29.7040243,-95.1863075,108.0,48.148148148148145,SE,519,1
775,786,43910106,PLANO ISD,ALDRIDGE ELEM.,3,INDEPENDENT,720 PLEASANT VALLEY LN,RICHARDSON,75080-1545,22.0,76.0,53.0,38.0,"720 PLEASANT VALLEY LN RICHARDSON,TX 75080-1545",32.9948101,-96.7299148,189.0,48.148148148148145,NE,4997,1
1548,1569,71806006,HARMONY SCIENCE,HARMONY SCHOOL,3,CHARTER,9435 BETEL DR,EL PASO,79907,18.0,93.0,67.0,36.0,"9435 BETEL DR EL PASO,TX 79907",31.6971852,-106.29658490000001,214.0,48.13084112149533,NW,2778,1
3869,3916,220907121,KELLER ISD,INDEPENDENCE EL,3,INDEPENDENT,11773 BRAY BIRCH LN,KELLER,76244,11.0,100.0,68.0,35.0,"11773 BRAY BIRCH LN KELLER,TX 76244",32.9447137,-97.27649759999998,214.0,48.13084112149533,NE,4847,1
731,742,43905127,FRISCO ISD,CARROLL ELEM.,3,INDEPENDENT,4380 THRONE HALL DR,FRISCO,75034,6.0,63.0,41.0,23.0,"4380 THRONE HALL DR FRISCO,TX 75034",33.158828899999996,-96.8499814,133.0,48.1203007518797,NE,4991,1
3165,3205,161903101,MIDWAY ISD,WOODWAY ELEM.,3,INDEPENDENT,325 ESTATES DR,WACO,76712-3645,15.0,95.0,66.0,36.0,"325 ESTATES DR WACO,TX 76712-3645",31.4991317,-97.2233021,212.0,48.113207547169814,NE,3181,0
888,900,49907101,LINDSAY ISD,LINDSAY ELEM.,3,INDEPENDENT,625 KNIGHT DR,LINDSAY,76250-0145,4.0,37.0,24.0,14.0,"625 KNIGHT DR LINDSAY,TX 76250-0145",33.6371528,-97.2281287,79.0,48.10126582278481,NE,1747,1
2604,2637,108807102,IDEA PUBLIC SCH,IDEA QUEST ACAD,3,CHARTER,14001 N ROOTH RD,EDINBURG,78541,13.0,110.0,76.0,38.0,"14001 N ROOTH RD EDINBURG,TX 78541",26.3324041,-98.2313007,237.0,48.10126582278481,SE,1096,1
378,383,15915186,NORTHSIDE ISD,KRUEGER ELEM.,3,INDEPENDENT,9900 WILDHORSE PKWY,SAN ANTONIO,78254-1699,12.0,97.0,64.0,37.0,"9900 WILDHORSE PKWY SAN ANTONIO,TX 78254-1699",29.5343321,-98.6979967,210.0,48.095238095238095,SE,4837,1
3327,3369,171901102,DUMAS ISD,MORNINGSIDE ELE,3,INDEPENDENT,623 POWELL AVE,DUMAS,79029,4.0,64.0,41.0,22.0,"623 POWELL AVE DUMAS,TX 79029",35.859099799999996,-101.9605743,131.0,48.091603053435115,NW,3250,1
2764,2797,108912108,LA JOYA ISD,E.B. REYNA ELEM,3,INDEPENDENT,900 E VETERANS BLVD,MISSION,78572,6.0,62.0,47.0,16.0,"900 E VETERANS BLVD MISSION,TX 78572",26.234672999999997,-98.35915390000001,131.0,48.091603053435115,SE,2540,0
2520,2553,101920121,SPRING BRANCH I,NOTTINGHAM ELEM,3,INDEPENDENT,570 NOTTINGHAM OAKS TRAIL,HOUSTON,77079-6399,15.0,66.0,46.0,29.0,"570 NOTTINGHAM OAKS TRAIL HOUSTON,TX 77079-6399",29.768067900000002,-95.6120388,156.0,48.07692307692308,SE,1956,1
674,685,40902001,WHITEFACE CISD,WHITEFACE SCHOO,3,INDEPENDENT,401 ANTELOPE BLVD,WHITEFACE,79379,2.0,25.0,17.0,8.0,"401 ANTELOPE BLVD WHITEFACE,TX 79379",33.6014597,-102.6183483,52.0,48.07692307692308,NW,3205,0
4050,4097,226905101,WATER VALLEY IS,WATER VALLEY EL,3,INDEPENDENT,15575 ADAMS AVE,WATER VALLEY,76958-9998,1.0,26.0,17.0,8.0,"15575 ADAMS AVE WATER VALLEY,TX 76958-9998",31.6673347,-100.7181295,52.0,48.07692307692308,NW,4733,0
4478,4536,247903104,LA VERNIA ISD,LA VERNIA INTER,3,INDEPENDENT,369 S FM 1346,LA VERNIA,78121,21.0,207.0,135.0,76.0,"369 S FM 1346 LA VERNIA,TX 78121",29.35254189999999,-98.13046390000001,439.0,48.06378132118451,SE,29,0
591,601,31901138,BROWNSVILLE ISD,GALLEGOS ELEM.,3,INDEPENDENT,2700 AVENIDA RANCHO VIEJO,BROWNSVILLE,78521,2.0,65.0,43.0,19.0,"2700 AVENIDA RANCHO VIEJO BROWNSVILLE,TX 78521",25.969526000000002,-97.4699397,129.0,48.06201550387597,SE,2816,1
809,820,43910143,PLANO ISD,HICKEY ELEM.,3,INDEPENDENT,4100 COLDWATER CREEK,PLANO,75074-1610,11.0,69.0,47.0,27.0,"4100 COLDWATER CREEK PLANO,TX 75074-1610",33.0507669,-96.64739420000001,154.0,48.05194805194805,NE,4395,1
1201,1218,57909142,GARLAND ISD,HERFURTH ELEM.,3,INDEPENDENT,7500 MILLER RD,ROWLETT,75088-6603,6.0,34.0,22.0,15.0,"7500 MILLER RD ROWLETT,TX 75088-6603",32.8909087,-96.5291433,77.0,48.05194805194805,NE,3882,1
4422,4480,246909114,ROUND ROCK ISD,BRUSHY CREEK EL,3,INDEPENDENT,3800 STONEBRIDGE,ROUND ROCK,78681-3638,17.0,116.0,79.0,44.0,"3800 STONEBRIDGE ROUND ROCK,TX 78681-3638",30.511329800000002,-97.737469,256.0,48.046875,SE,4029,1
2977,3013,129905103,MABANK ISD,CENTRAL ELEM.,3,INDEPENDENT,19119 E US HWY 175,MABANK,75147,16.0,90.0,62.0,36.0,"19119 E US HWY 175 MABANK,TX 75147",32.369073,-96.0897948,204.0,48.03921568627451,NE,749,0
1387,1405,61901126,DENTON ISD,DOROTHY P. ADKI,3,INDEPENDENT,1701 MONAHAN DR,LANTANA,76226,7.0,59.0,40.0,21.0,"1701 MONAHAN DR LANTANA,TX 76226",33.075517100000006,-97.1126783,127.0,48.031496062992126,NE,1900,1
3419,3461,178913101,BANQUETE ISD,BANQUETE ELEM.,3,INDEPENDENT,5436 BULLDOG LN,BANQUETE,78339-0369,5.0,61.0,41.0,20.0,"5436 BULLDOG LN BANQUETE,TX 78339-0369",27.8082022,-97.7942237,127.0,48.031496062992126,SE,1414,0
1188,1205,57909126,GARLAND ISD,DAVIS ELEM.,3,INDEPENDENT,1621 MCCALLUM DR,GARLAND,75042-4837,12.0,80.0,57.0,28.0,"1621 MCCALLUM DR GARLAND,TX 75042-4837",32.928026,-96.675994,177.0,48.0225988700565,NE,1015,1
2132,2164,101910104,GALENA PARK ISD,GALENA PARK ELE,3,INDEPENDENT,401 N MAIN,GALENA PARK,77547-3258,8.0,44.0,30.0,18.0,"401 N MAIN GALENA PARK,TX 77547-3258",29.735361800000003,-95.23983220000001,100.0,48.0,SE,1269,1
3106,3144,152906105,LUBBOCK-COOPER,LUBBOCK-COOPER,3,INDEPENDENT,4020 135TH ST,LUBBOCK,79423,15.0,89.0,59.0,37.0,"4020 135TH ST LUBBOCK,TX 79423",33.472922600000004,-101.90129190000002,200.0,48.0,NW,354,1
4146,4200,227901161,AUSTIN ISD,COOK ELEM.,3,INDEPENDENT,1511 CRIPPLE CREEK DR,AUSTIN,78758-5099,14.0,51.0,38.0,22.0,"1511 CRIPPLE CREEK DR AUSTIN,TX 78758-5099",30.3780027,-97.70482170000001,125.0,48.0,SE,4292,1
610,620,31903116,HARLINGEN CISD,WILSON ELEM.,3,INDEPENDENT,16495 PRIMERA RD,HARLINGEN,78552,8.0,70.0,49.0,23.0,"16495 PRIMERA RD HARLINGEN,TX 78552",26.226463399999997,-97.7586047,150.0,48.0,SE,652,1
1544,1565,71801001,BURNHAM WOOD CH,HOWARD BURNHAM,3,CHARTER,7310 BISHOP FLORES DR,EL PASO,79912,5.0,73.0,47.0,25.0,"7310 BISHOP FLORES DR EL PASO,TX 79912",31.857450699999998,-106.5589135,150.0,48.0,NW,1906,1
2010,2042,101902121,ALDINE ISD,ERMEL ELEM.,3,INDEPENDENT,7103 WOODSMAN TRL,HOUSTON,77040-1839,3.0,75.0,52.0,20.0,"7103 WOODSMAN TRL HOUSTON,TX 77040-1839",29.885329300000002,-95.4962981,150.0,48.0,SE,3568,1
496,501,20908114,PEARLAND ISD,MAGNOLIA ELEM.,3,INDEPENDENT,5350 MAGNOLIA,PEARLAND,77584,21.0,160.0,108.0,59.0,"5350 MAGNOLIA PEARLAND,TX 77584",29.5425903,-95.3023241,348.0,47.98850574712644,SE,1790,1
1660,1686,71909106,SOCORRO ISD,VISTA DEL SOL E,3,INDEPENDENT,11851 VISTA DEL SOL,EL PASO,79936-6100,10.0,80.0,52.0,31.0,"11851 VISTA DEL SOL EL PASO,TX 79936-6100",31.7502833,-106.28880829999999,173.0,47.97687861271676,NW,2591,1
4025,4072,225902104,MOUNT PLEASANT,VIVIAN FOWLER E,3,INDEPENDENT,503 N O'TYSON,MOUNT PLEASANT,75455,5.0,72.0,51.0,20.0,"503 N O'TYSON MOUNT PLEASANT,TX 75455",33.1511533,-94.9789978,148.0,47.972972972972975,NE,2970,1
3524,3567,191901106,CANYON ISD,ARDEN ROAD ELEM,3,INDEPENDENT,6801 LEARNING TREE AVE,AMARILLO,79109-7301,13.0,64.0,44.0,27.0,"6801 LEARNING TREE AVE AMARILLO,TX 79109-7301",35.12943189999999,-101.9148926,148.0,47.972972972972975,NW,1127,0
