CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
227820054,KIPP: TEXAS PUB,KIPP: INTREPID,5,CHARTER,5402 LAWNDALE ST,HOUSTON,77023,9,101,81,61
227820055,KIPP: TEXAS PUB,KIPP: VOYAGE AC,5,CHARTER,9616 MESA DR,HOUSTON,77078,17,70,48,31
227820056,KIPP: TEXAS PUB,KIPP: CONNECT M,5,CHARTER,6700 BELLAIRE BLVD,HOUSTON,77074,3,115,99,73
227820057,KIPP: TEXAS PUB,KIPP: LIBERATIO,5,CHARTER,5400 MLK JR BLVD,HOUSTON,77021,25,65,27,12
227820058,KIPP: TEXAS PUB,KIPP: SPIRIT CO,5,CHARTER,11000 SCOTT ST,HOUSTON,77047,31,84,51,26
227820059,KIPP: TEXAS PUB,KIPP: ACAD. WES,5,CHARTER,8500 HWY 6 S,HOUSTON,77083,34,79,44,29
227820060,KIPP: TEXAS PUB,KIPP: PRIME COL,5,CHARTER,8805 FERNDALE,HOUSTON,77017,23,74,37,19
227820061,KIPP: TEXAS PUB,KIPP: NEXUS M.S,5,CHARTER,4211 WATONGA BLVD,HOUSTON,77092,23,64,35,19
227820071,KIPP: TEXAS PUB,KIPP: TRUTH ACA,5,CHARTER,1545 S EWING AVE,DALLAS,75216,33,52,30,18
227820072,KIPP: TEXAS PUB,KIPP: DESTINY M,5,CHARTER,3663 W CAMP WISDOM RD,DALLAS,75237,50,56,22,9
227820073,KIPP: TEXAS PUB,KIPP: PLEASANT,5,CHARTER,2200 N ST AUGUSTINE,DALLAS,75227,20,56,30,15
227820081,KIPP: TEXAS PUB,KIPP: ASPIRE AC,5,CHARTER,239 STARK ST,SAN ANTONIO,78204,38,68,31,9
227820082,KIPP: TEXAS PUB,KIPP: CAMINO AC,5,CHARTER,4343 W COMMERCE ST,SAN ANTONIO,78237,30,87,38,23
227820083,KIPP: TEXAS PUB,KIPP: PODER ACA,5,CHARTER,128 S AUDUBON RD,SAN ANTONIO,78212,11,79,55,28
227821101,AUSTIN DISCOVER,AUSTIN DISCOVER,5,CHARTER,9303 FM 969,AUSTIN,78724,12,43,30,16
227824001,PROMESA PUBLIC,THE EAST AUSTIN,5,CHARTER,6002 JAIN LN,AUSTIN,78721,4,22,14,7
227824004,PROMESA PUBLIC,PROMESA COLLEGE,5,CHARTER,3102 BALDWIN BLVD,CORPUS CHRISTI,78405,3,16,9,5
227825001,AUSTIN ACHIEVE,AUSTIN ACHIEVE,5,CHARTER,5908 MANOR RD,AUSTIN,78723,50,73,34,15
227826101,MONTESSORI FOR,MAGNOLIA MONTES,5,CHARTER,5100 PECAN BROOK DR,AUSTIN,78724,5,41,22,12
227829001,VALOR PUBLIC SC,VALOR SOUTH AUS,5,CHARTER,220 FOREMOST DR,AUSTIN,78745,15,53,29,14
227901101,AUSTIN ISD,ALLISON ELEM.,5,INDEPENDENT,515 VARGAS RD,AUSTIN,78741,16,42,25,8
227901102,AUSTIN ISD,ANDREWS ELEM.,5,INDEPENDENT,6801 NORTHEAST DR,AUSTIN,78723,18,17,9,5
227901103,AUSTIN ISD,BARTON HILLS EL,5,INDEPENDENT,2108 BARTON HILLS DR,AUSTIN,78704,5,61,53,41
227901104,AUSTIN ISD,BECKER ELEM.,5,INDEPENDENT,906  W MILTON,AUSTIN,78704,8,46,34,23
227901105,AUSTIN ISD,BLACKSHEAR ELEM,5,INDEPENDENT,1712 E 11TH ST,AUSTIN,78702,4,40,23,11
227901106,AUSTIN ISD,BLANTON ELEM.,5,INDEPENDENT,5408 WESTMINSTER DR,AUSTIN,78723,5,34,28,21
227901107,AUSTIN ISD,BRENTWOOD ELEM.,5,INDEPENDENT,6700 ARROYO SECO ST,AUSTIN,78757,10,92,71,53
227901108,AUSTIN ISD,BROOKE ELEM.,5,INDEPENDENT,3100 E 4TH ST,AUSTIN,78702,2,22,17,8
227901109,AUSTIN ISD,BROWN ELEM.,5,INDEPENDENT,505 W ANDERSON LN,AUSTIN,78752,8,19,12,8
227901110,AUSTIN ISD,BRYKER WOODS EL,5,INDEPENDENT,3309 KERBEY LN,AUSTIN,78703,4,53,38,27
227901111,AUSTIN ISD,CAMPBELL ELEM.,5,INDEPENDENT,2613 ROGERS AVE,AUSTIN,78722,3,20,8,4
227901112,AUSTIN ISD,CASIS ELEM.,5,INDEPENDENT,2710 EXPOSITION BLVD,AUSTIN,78703,3,108,94,72
227901113,AUSTIN ISD,CUNNINGHAM ELEM,5,INDEPENDENT,2200 BERKELEY AVE,AUSTIN,78745,16,39,23,13
227901114,AUSTIN ISD,DAWSON ELEM.,5,INDEPENDENT,3001 S 1ST ST,AUSTIN,78704,6,38,20,8
227901116,AUSTIN ISD,GOVALLE ELEM.,5,INDEPENDENT,3601 GOVALLE AVE,AUSTIN,78702,10,36,19,10
227901117,AUSTIN ISD,GULLETT ELEM.,5,INDEPENDENT,6310 TREADWELL BLVD,AUSTIN,78757,3,78,67,47
227901118,AUSTIN ISD,HARRIS ELEM.,5,INDEPENDENT,1711 WHELESS LN,AUSTIN,78723,23,37,13,7
227901119,AUSTIN ISD,HIGHLAND PARK E,5,INDEPENDENT,4900 FAIRVIEW DR,AUSTIN,78731,5,97,83,59
227901120,AUSTIN ISD,JOSLIN ELEM.,5,INDEPENDENT,4500 MANCHACA RD,AUSTIN,78745,5,27,16,6
227901121,AUSTIN ISD,LEE ELEM.,5,INDEPENDENT,3308 HAMPTON RD,AUSTIN,78705,9,45,36,24
227901122,AUSTIN ISD,MAPLEWOOD ELEM.,5,INDEPENDENT,3808 MAPLEWOOD AVE,AUSTIN,78722,8,50,40,33
227901123,AUSTIN ISD,MATHEWS ELEM.,5,INDEPENDENT,906 W LYNN ST,AUSTIN,78703,6,48,34,23
227901124,AUSTIN ISD,METZ ELEM.,5,INDEPENDENT,84 ROBERT MARTINEZ JR ST,AUSTIN,78702,9,17,9,6
227901125,AUSTIN ISD,OAK SPRINGS ELE,5,INDEPENDENT,3601 WEBBERVILLE RD,AUSTIN,78702,12,17,4,1
227901126,AUSTIN ISD,ORTEGA ELEM.,5,INDEPENDENT,1135 GARLAND AVE,AUSTIN,78721,6,37,19,9
227901127,AUSTIN ISD,SANCHEZ ELEM.,5,INDEPENDENT,73 SAN MARCOS ST,AUSTIN,78702,2,36,23,13
227901128,AUSTIN ISD,PEASE ELEM.,5,INDEPENDENT,1106 RIO GRANDE ST,AUSTIN,78701,8,33,18,16
227901129,AUSTIN ISD,PECAN SPRINGS E,5,INDEPENDENT,3100 ROGGE LN,AUSTIN,78723,18,26,11,5
227901130,AUSTIN ISD,PLEASANT HILL E,5,INDEPENDENT,6405 CIR S RD,AUSTIN,78745,25,44,19,6
227901132,AUSTIN ISD,REILLY ELEM.,5,INDEPENDENT,405 DENSON DR,AUSTIN,78752,1,21,13,7
227901133,AUSTIN ISD,RIDGETOP ELEM.,5,INDEPENDENT,5005 CASWELL AVE,AUSTIN,78751,9,25,18,9
227901136,AUSTIN ISD,ST. ELMO ELEM.,5,INDEPENDENT,600 W ST ELMO RD,AUSTIN,78745,10,35,18,10
227901138,AUSTIN ISD,SUMMITT ELEM.,5,INDEPENDENT,12207 BRIGADOON LN,AUSTIN,78727,17,104,72,54
227901139,AUSTIN ISD,SIMS ELEM.,5,INDEPENDENT,1203 SPRINGDALE RD,AUSTIN,78721,1,10,5,2
227901140,AUSTIN ISD,TRAVIS HEIGHTS,5,INDEPENDENT,2010 ALAMEDA DR,AUSTIN,78704,9,64,47,30
227901141,AUSTIN ISD,WALNUT CREEK EL,5,INDEPENDENT,401 W BRAKER LN,AUSTIN,78753,20,47,16,9
227901143,AUSTIN ISD,PATTON ELEM.,5,INDEPENDENT,6001 WESTCREEK DR,AUSTIN,78749,21,126,92,61
227901144,AUSTIN ISD,WOOTEN ELEM.,5,INDEPENDENT,1406 DALE DR,AUSTIN,78757,9,48,36,26
227901145,AUSTIN ISD,ZAVALA ELEM.,5,INDEPENDENT,310 ROBERT MARTINEZ JR ST,AUSTIN,78702,6,35,15,8
227901146,AUSTIN ISD,ZILKER ELEM.,5,INDEPENDENT,1900 BLUEBONNET LN,AUSTIN,78704,10,92,64,51
227901147,AUSTIN ISD,MENCHACA ELEM.,5,INDEPENDENT,12120 MANCHACA RD,MANCHACA,78652,30,77,36,18
227901148,AUSTIN ISD,OAK HILL ELEM.,5,INDEPENDENT,6101 PATTON RANCH RD,AUSTIN,78735,30,99,65,41
227901149,AUSTIN ISD,BARRINGTON ELEM,5,INDEPENDENT,400 COOPER DR,AUSTIN,78753,14,35,15,5
227901150,AUSTIN ISD,NORMAN ELEM.,5,INDEPENDENT,4001 TANNEHILL LN,AUSTIN,78721,3,25,23,16
227901151,AUSTIN ISD,PILLOW ELEM.,5,INDEPENDENT,3025 CROSSCREEK DR,AUSTIN,78757,16,46,33,21
227901152,AUSTIN ISD,WOOLDRIDGE ELEM,5,INDEPENDENT,1412 NORSEMAN TER,AUSTIN,78758,24,67,45,32
227901154,AUSTIN ISD,DOSS ELEM.,5,INDEPENDENT,7005 NORTHLEDGE DR,AUSTIN,78731,10,137,107,72
227901155,AUSTIN ISD,HILL ELEM.,5,INDEPENDENT,8601 TALLWOOD DR,AUSTIN,78759,9,149,135,111
227901156,AUSTIN ISD,ODOM ELEM.,5,INDEPENDENT,1010 TURTLE CREEK BLVD,AUSTIN,78745,13,42,31,14
227901157,AUSTIN ISD,WINN ELEM.,5,INDEPENDENT,3500 SUSQUEHANNA LN,AUSTIN,78723,9,11,5,1
227901158,AUSTIN ISD,SUNSET VALLEY E,5,INDEPENDENT,3000 JONES RD,AUSTIN,78745,24,26,13,5
227901159,AUSTIN ISD,GRAHAM ELEM.,5,INDEPENDENT,11211 TOM ADAMS DR,AUSTIN,78753,4,83,74,54
227901160,AUSTIN ISD,LINDER ELEM.,5,INDEPENDENT,2801 METCALFE RD,AUSTIN,78741,15,38,28,14
227901161,AUSTIN ISD,COOK ELEM.,5,INDEPENDENT,1511 CRIPPLE CREEK DR,AUSTIN,78758,7,58,26,11
227901162,AUSTIN ISD,HOUSTON ELEM.,5,INDEPENDENT,5409 PONCIANA DR,AUSTIN,78744,15,73,40,16
227901163,AUSTIN ISD,HART ELEM.,5,INDEPENDENT,8301 FURNESS,AUSTIN,78753,17,91,55,27
227901164,AUSTIN ISD,PICKLE ELEM.,5,INDEPENDENT,1101 WHEATLEY,AUSTIN,78752,19,39,20,10
227901165,AUSTIN ISD,MCBEE ELEM.,5,INDEPENDENT,1101 W BRAKER LN,AUSTIN,78758,9,47,25,11
227901166,AUSTIN ISD,WILLIAMS ELEM.,5,INDEPENDENT,500 MAIRO ST,AUSTIN,78748,40,23,5,4
227901168,AUSTIN ISD,LANGFORD ELEM.,5,INDEPENDENT,2206 BLUE MEADOW DR,AUSTIN,78744,23,57,23,13
227901170,AUSTIN ISD,BOONE ELEM.,5,INDEPENDENT,8101 CROFTWOOD DR,AUSTIN,78749,12,70,49,35
227901171,AUSTIN ISD,PALM ELEM.,5,INDEPENDENT,7601 DIXIE DR,AUSTIN,78744,9,58,31,15
227901172,AUSTIN ISD,KOCUREK ELEM.,5,INDEPENDENT,9800 CURLEW DR,AUSTIN,78748,15,67,46,29
227901173,AUSTIN ISD,CASEY ELEM.,5,INDEPENDENT,9400 TEXAS OAKS DR,AUSTIN,78748,24,65,47,30
227901174,AUSTIN ISD,RODRIGUEZ ELEM.,5,INDEPENDENT,4400 FRANKLIN PARK DR,AUSTIN,78744,20,50,21,11
227901175,AUSTIN ISD,WIDEN ELEM.,5,INDEPENDENT,5605 NUCKOLS CROSSING RD,AUSTIN,78744,19,36,25,8
227901176,AUSTIN ISD,GALINDO ELEM.,5,INDEPENDENT,3800 S 2ND ST,AUSTIN,78704,14,50,23,11
227901178,AUSTIN ISD,JORDAN ELEM.,5,INDEPENDENT,6711 JOHNNY MORRIS RD,AUSTIN,78724,12,69,43,22
227901179,AUSTIN ISD,DAVIS ELEM.,5,INDEPENDENT,5214 DUVAL RD,AUSTIN,78727,19,64,49,35
227901180,AUSTIN ISD,KIKER ELEM.,5,INDEPENDENT,5913 LA CROSSE AVE,AUSTIN,78739,0,190,170,139
227901181,AUSTIN ISD,MILLS ELEM.,5,INDEPENDENT,6201 DAVIS LN,AUSTIN,78749,6,132,108,83
227901182,AUSTIN ISD,BARANOFF ELEM.,5,INDEPENDENT,12009 BUCKINGHAM GATE RD,AUSTIN,78748,13,163,120,76
227901183,AUSTIN ISD,COWAN ELEM.,5,INDEPENDENT,2817 KENTISH DR,AUSTIN,78748,10,103,79,54
227901184,AUSTIN ISD,CLAYTON ELEM.,5,INDEPENDENT,7525 LA CROSSE AVE,AUSTIN,78739,0,132,117,99
227901185,AUSTIN ISD,BLAZIER ELEM.,5,INDEPENDENT,8601 NUCKOLS CROSSING RD,AUSTIN,78744,10,167,130,89
227901186,AUSTIN ISD,GUERRERO THOMPS,5,INDEPENDENT,102 E RUNDBERG,AUSTIN,78753,10,55,46,23
227901187,AUSTIN ISD,BALDWIN ELEM.,5,INDEPENDENT,12200 MERIDIAN PARK BLVD,AUSTIN,78739,5,129,95,70
227901188,AUSTIN ISD,PADRON ELEM.,5,INDEPENDENT,2011 W RUNDBERG LN,AUSTIN,78758,8,69,45,28
227901189,AUSTIN ISD,OVERTON ELEM.,5,INDEPENDENT,7201 COLONY LOOP DR,AUSTIN,78724,12,70,36,14
227901190,AUSTIN ISD,PEREZ ELEM.,5,INDEPENDENT,7500 S PLEASANT VLY RD,AUSTIN,78744,36,63,39,24
227901193,AUSTIN ISD,WEBB PRIMARY CE,5,INDEPENDENT,601 E ST JOHNS AVE,AUSTIN,78752,9,27,18,12
227901250,AUSTIN ISD,AUSTIN STATE HO,5,INDEPENDENT,1111 W 6TH ST,AUSTIN,78703,,,,
227904101,PFLUGERVILLE IS,PFLUGERVILLE EL,5,INDEPENDENT,701 IMMANUAL RD,PFLUGERVILLE,78660,8,76,45,35
227904102,PFLUGERVILLE IS,PARMER LANE ELE,5,INDEPENDENT,1806 PARMER LN,AUSTIN,78727,3,48,24,14
227904103,PFLUGERVILLE IS,TIMMERMAN ELEM.,5,INDEPENDENT,412 SWENSON FARMS BV,PFLUGERVILLE,78660,20,52,26,12
227904104,PFLUGERVILLE IS,NORTHWEST ELEM.,5,INDEPENDENT,14014 THERMAL DR,AUSTIN,78728,21,55,27,16
227904105,PFLUGERVILLE IS,DESSAU ELEM.,5,INDEPENDENT,1501 DESSAU RIDGE LN,AUSTIN,78754,60,141,72,39
227904106,PFLUGERVILLE IS,WINDERMERE ELEM,5,INDEPENDENT,1101 PICCADILLY DR,PFLUGERVILLE,78660,21,91,50,27
227904107,PFLUGERVILLE IS,RIVER OAKS ELEM,5,INDEPENDENT,12401 SCOFIELD FARMS DR,AUSTIN,78758,7,69,41,22
227904108,PFLUGERVILLE IS,BROOKHOLLOW ELE,5,INDEPENDENT,1200 RAILROAD AVE,PFLUGERVILLE,78660,9,73,40,30
227904109,PFLUGERVILLE IS,SPRINGHILL ELEM,5,INDEPENDENT,600 S HEATHERWILDE BLVD,PFLUGERVILLE,78660,12,88,60,32
227904111,PFLUGERVILLE IS,COPPERFIELD ELE,5,INDEPENDENT,12135 THOMPKINS DR,AUSTIN,78753,14,42,25,13
227904112,PFLUGERVILLE IS,MURCHISON ELEM.,5,INDEPENDENT,2215 KELLY LN,PFLUGERVILLE,78660,8,145,122,96
227904114,PFLUGERVILLE IS,CALDWELL ELEM.,5,INDEPENDENT,1718 PICADILLY DR,ROUND ROCK,78664,9,74,54,32
227904115,PFLUGERVILLE IS,ROWE LANE ELEM.,5,INDEPENDENT,3112 SPEIDEL DR,PFLUGERVILLE,78660,5,132,124,89
227904116,PFLUGERVILLE IS,HIGHLAND PARK E,5,INDEPENDENT,528 KINGSTON LACY,PFLUGERVILLE,78660,12,90,64,37
227904117,PFLUGERVILLE IS,WIELAND ELEM.,5,INDEPENDENT,900 TUDOR HOUSE RD,PFLUGERVILLE,78660,11,49,31,21
227904118,PFLUGERVILLE IS,RIOJAS ELEM.,5,INDEPENDENT,3400 CRISPIN HILL,PFLUGERVILLE,78660,2,98,78,55
227904119,PFLUGERVILLE IS,RUTH BARRON ELE,5,INDEPENDENT,14850 HARRIS RIDGE,PFLUGERVILLE,78660,10,86,52,29
227904120,PFLUGERVILLE IS,DEARING ELEM.,5,INDEPENDENT,4301 GATTIS SCHOOL RD,ROUND ROCK,78664,29,92,61,40
227904121,PFLUGERVILLE IS,MOTT ELEM.,5,INDEPENDENT,20101 HODDE LN,PFLUGERVILLE,78660,10,112,82,51
227905001,TEXAS SCHOOL FO,TEXAS SCHOOL FO,5,TSD/TSBVI,1100 W 45TH ST,AUSTIN,78756,,,,
227906001,TEXAS SCHOOL FO,TEXAS SCHOOL FO,5,TSD/TSBVI,1102 S CONGRESS AVE,AUSTIN,78704,16,3,1,0
227907101,MANOR ISD,MANOR ELEM.,5,INDEPENDENT,12904 GREGG MANOR RD,MANOR,78653,10,34,21,14
227907102,MANOR ISD,BLUEBONNET TRAI,5,INDEPENDENT,11316 FARMHAVEN RD,AUSTIN,78754,14,62,48,37
227907104,MANOR ISD,DECKER ELEM.,5,INDEPENDENT,8500 DECKER LN,AUSITN,78724,9,74,52,24
227907105,MANOR ISD,BLAKE MANOR ELE,5,INDEPENDENT,18010 BLAKE MANOR RD,MANOR,78653,9,74,51,27
227907106,MANOR ISD,PRESIDENTIAL ME,5,INDEPENDENT,13252 GEORGE BUSH ST,MANOR,78653,40,54,29,17
227907107,MANOR ISD,OAK MEADOWS ELE,5,INDEPENDENT,5600 DECKER LN,AUSTIN,78724,21,46,33,23
227907108,MANOR ISD,PIONEER CROSSIN,5,INDEPENDENT,11300 SAMSUNG BLVD,AUSTIN,78754,14,70,47,25
227907109,MANOR ISD,SHADOWGLEN ELEM,5,INDEPENDENT,12000 SHADOWGLEN TRACE,MANOR,78653,29,69,41,22
227907111,MANOR ISD,LAGOS ELEM.,5,INDEPENDENT,11817 MURCHISON ST,MANOR,78653,5,68,56,42
227909101,EANES ISD,EANES ELEM.,5,INDEPENDENT,4101 BEE CAVE RD,AUSTIN,78746,4,113,97,72
227909102,EANES ISD,CEDAR CREEK ELE,5,INDEPENDENT,3301 PINNACLE RD,AUSTIN,78746,3,85,73,58
227909103,EANES ISD,VALLEY VIEW ELE,5,INDEPENDENT,1201 LOOP 360 S,AUSTIN,78746,13,90,66,44
227909104,EANES ISD,FOREST TRAIL EL,5,INDEPENDENT,1203 LOOP 360 S,AUSTIN,78746,0,100,85,72
227909105,EANES ISD,BARTON CREEK EL,5,INDEPENDENT,1370 PATTERSON RD,AUSTIN,78733,3,85,69,60
227909106,EANES ISD,BRIDGE POINT EL,5,INDEPENDENT,6401 CEDAR ST,AUSTIN,78746,5,122,102,72
227910101,DEL VALLE ISD,POPHAM ELEM.,5,INDEPENDENT,7014 ELROY RD,DEL VALLE,78617,48,67,39,22
227910106,DEL VALLE ISD,SMITH ELEM.,5,INDEPENDENT,4209 SMITH SCHOOL RD,AUSTIN,78744,4,69,56,37
227910107,DEL VALLE ISD,HILLCREST ELEM.,5,INDEPENDENT,6910 E WILLIAM CANNON DR,AUSTIN,78744,29,64,29,15
227910108,DEL VALLE ISD,BATY ELEM.,5,INDEPENDENT,2101 FARO DR,AUSTIN,78741,24,38,12,6
227910109,DEL VALLE ISD,HORNSBY-DUNLAP,5,INDEPENDENT,13901 F M RD 969,AUSTIN,78724,34,65,30,12
227910110,DEL VALLE ISD,DEL VALLE ELEM.,5,INDEPENDENT,5400 ROSS RD,DEL VALLE,78617,37,83,41,23
227910111,DEL VALLE ISD,CREEDMOOR ELEM.,5,INDEPENDENT,5604 FM 1327,CREEDMOOR,78610,34,69,28,12
227910112,DEL VALLE ISD,JOSEPH GILBERT,5,INDEPENDENT,5412 GILBERT RD,AUSTIN,78724,28,79,41,23
227910113,DEL VALLE ISD,NEWTON COLLINS,5,INDEPENDENT,7609 APOGEE BLVD,AUSTIN,78744,32,66,31,19
227912102,LAGO VISTA ISD,LAGO VISTA INTE,5,INDEPENDENT,8039 BAR K RANCH RD,LAGO VISTA,78645,17,111,76,44
227913101,LAKE TRAVIS ISD,LAKE TRAVIS ELE,5,INDEPENDENT,15303 KOLLMEYER,AUSTIN,78734,21,114,74,48
227913102,LAKE TRAVIS ISD,LAKEWAY ELEM.,5,INDEPENDENT,1701 LOHMANS CROSSING RD,AUSTIN,78734,5,111,96,71
227913103,LAKE TRAVIS ISD,BEE CAVE ELEM.,5,INDEPENDENT,14300 HAMILTON POOL RD,AUSTIN,78738,3,124,106,82
227913104,LAKE TRAVIS ISD,LAKE POINTE ELE,5,INDEPENDENT,11801 SONOMA DR,AUSTIN,78738,0,110,95,70
227913105,LAKE TRAVIS ISD,SERENE HILLS EL,5,INDEPENDENT,3301 SERENE HILLS DR,AUSTIN,78738,14,163,126,93
227913106,LAKE TRAVIS ISD,WEST CYPRESS HI,5,INDEPENDENT,6112 CYPRESS RANCH BLVD,SPICEWOOD,78669,7,122,94,72
228901102,GROVETON ISD,GROVETON ELEM.,5,INDEPENDENT,N MAGEE & W 5TH ST,GROVETON,75845,7,43,26,11
228903103,TRINITY ISD,LANSBERRY ELEM.,5,INDEPENDENT,400 S MAPLE,TRINITY,75862,20,59,31,18
228904001,CENTERVILLE ISD,CENTERVILLE H.S,5,INDEPENDENT,N ST HWY 94,GROVETON,75845,2,9,6,2
228905101,APPLE SPRINGS I,APPLE SPRINGS E,5,INDEPENDENT,9120 FM 2501,APPLE SPRINGS,75926,2,18,5,3
229901101,COLMESNEIL ISD,COLMESNEIL ELEM,5,INDEPENDENT,610 W ELDER,COLMESNEIL,75938,15,16,9,2
229903103,WOODVILLE ISD,WOODVILLE INTER,5,INDEPENDENT,401 N CHARLTON ST,WOODVILLE,75979,36,65,42,27
229904101,WARREN ISD,FRED ELEM.,5,INDEPENDENT,140 COUNTY RD 4650,FRED,77616,3,21,12,7
229904103,WARREN ISD,WARREN ELEM.,5,INDEPENDENT,307-FM 3290 S,WARREN,77664,10,52,21,11
229905101,SPURGER ISD,SPURGER ELEM.,5,INDEPENDENT,12212 FM 92,SPURGER,77660,19,16,2,0
229906101,CHESTER ISD,CHESTER ELEM.,5,INDEPENDENT,273 YELLOWJACKET DR,CHESTER,75936,7,9,4,2
230901101,BIG SANDY ISD,BIG SANDY ELEM.,5,INDEPENDENT,401 WILDCAT DR,BIG SANDY,75755,2,49,36,27
230902103,GILMER ISD,GILMER INTERMED,5,INDEPENDENT,1623 US HWY 271 N,GILMER,75644,38,136,82,45
230903102,ORE CITY ISD,ORE CITY ELEM.,5,INDEPENDENT,7001 US HWY 259 N,ORE CITY,75683,10,64,43,24
230904101,UNION HILL ISD,SHARON A. RICHA,5,INDEPENDENT,2197 F M 2088,GILMER,75644,6,21,8,3
230905102,HARMONY ISD,HARMONY INTERME,5,INDEPENDENT,9788 STATE HWY 154 W,BIG SANDY,75755,7,76,50,34
230906102,NEW DIANA ISD,ROBERT F. HUNT,5,INDEPENDENT,11150 STATE HWY 154 E,DIANA,75640,5,80,54,36
230908101,UNION GROVE ISD,UNION GROVE ELE,5,INDEPENDENT,11220 UNION GROVE RD,GLADEWATER,75647,2,58,44,29
231901041,MCCAMEY ISD,MCCAMEY M.S.,5,INDEPENDENT,200 E 11TH ST,MCCAMEY,79752,10,29,11,4
231902102,RANKIN ISD,GOSSETT ELEM.,5,,,,,1,20,13,8
232901001,KNIPPA ISD,KNIPPA SCHOOL,5,INDEPENDENT,100 KESSLER ST,KNIPPA,78870,4,39,28,17
232902101,SABINAL ISD,SABINAL ELEM.,5,INDEPENDENT,900 N PICKFORD,SABINAL,78881,14,19,4,0
232903108,UVALDE CISD,BATESVILLE SCHO,5,INDEPENDENT,496 GARDEN ST,BATESVILLE,78829,7,9,2,1
232903110,UVALDE CISD,FLORES ELEM.,5,INDEPENDENT,901 N GETTY ST,UVALDE,78801,133,183,72,35
232904001,UTOPIA ISD,UTOPIA SCHOOL,5,INDEPENDENT,258 SCHOOL ST,UTOPIA,78884,2,17,12,9
233901102,SAN FELIPE-DEL,GARFIELD ELEM.,5,INDEPENDENT,300 W MARTIN,DEL RIO,78840,27,91,53,30
233901103,SAN FELIPE-DEL,NORTH HEIGHTS E,5,INDEPENDENT,2003 N MAIN ST,DEL RIO,78840,52,71,35,20
233901106,SAN FELIPE-DEL,LAMAR ELEM.,5,INDEPENDENT,301 WATERS AVE,DEL RIO,78840,18,102,76,46
233901110,SAN FELIPE-DEL,BUENA VISTA ELE,5,INDEPENDENT,100 ECHO VLY DR,DEL RIO,78840,17,101,69,43
233901111,SAN FELIPE-DEL,RUBEN CHAVIRA E,5,INDEPENDENT,2253 S US HWY 277,DEL RIO,78840,9,92,50,17
233901112,SAN FELIPE-DEL,DR. FERMIN CALD,5,INDEPENDENT,1900 HWY 90 E,DEL RIO,78840,18,91,52,34
233901113,SAN FELIPE-DEL,DR. LONNIE GREE,5,INDEPENDENT,905 CANTU RD,DEL RIO,78840,24,116,60,29
233901114,SAN FELIPE-DEL,ROBERTO BOBBY B,5,INDEPENDENT,575 MITCHELL BLVD,LAUGHLIN AFB,78843,0,11,7,5
233903001,COMSTOCK ISD,COMSTOCK SCHOOL,5,INDEPENDENT,101 SANDERSON ST,COMSTOCK,78837,0,20,19,15
234902102,CANTON ISD,CANTON INTERMED,5,INDEPENDENT,1190 W HWY 243,CANTON,75103,19,143,102,63
234903042,EDGEWOOD ISD,EDGEWOOD INTERM,5,INDEPENDENT,804 E PINE,EDGEWOOD,75117,12,65,38,17
234904102,GRAND SALINE IS,GRAND SALINE IN,5,INDEPENDENT,200 STADIUM DR,GRAND SALINE,75140,18,61,36,18
234905101,MARTINS MILL IS,MARTINS MILL EL,5,INDEPENDENT,301 F M 1861,MARTIN'S MILL,75754,2,39,28,18
234906104,VAN ISD,VAN M.S.,5,INDEPENDENT,14300 STATE HWY 110,VAN,75790,22,171,125,79
234907041,WILLS POINT ISD,WILLS POINT M.S,5,INDEPENDENT,101 SCHOOL ST,WILLS POINT,75169,64,143,64,28
234909101,FRUITVALE ISD,HALLIE RANDALL,5,INDEPENDENT,131 VZCR 1901,FRUITVALE,75127,11,22,11,1
235901101,BLOOMINGTON ISD,BLOOMINGTON ELE,5,INDEPENDENT,200 N LEONARD,BLOOMINGTON,77951,27,32,14,6
235902101,VICTORIA ISD,ALOE ELEM.,5,INDEPENDENT,62 CHAPARRAL,VICTORIA,77901,10,67,37,24
235902102,VICTORIA ISD,DUDLEY ELEM.,5,INDEPENDENT,3307 CALLIS ST,VICTORIA,77901,22,56,22,13
235902103,VICTORIA ISD,F.W. GROSS ELEM,5,INDEPENDENT,1208 S NAVARRO ST,VICTORIA,77901,18,37,15,6
235902104,VICTORIA ISD,GUADALUPE ELEM.,5,INDEPENDENT,1952 GUADALUPE RD,VICTORIA,77902,5,12,6,4
235902105,VICTORIA ISD,HOPKINS ELEM.,5,INDEPENDENT,110 HOPKINS RD,VICTORIA,77901,10,56,36,25
235902106,VICTORIA ISD,CRAIN ELEM.,5,INDEPENDENT,2706 N AZALEA,VICTORIA,77901,23,32,22,16
235902108,VICTORIA ISD,O'CONNOR ELEM.,5,INDEPENDENT,3402 BOBOLINK ST,VICTORIA,77901,35,29,16,6
235902110,VICTORIA ISD,ROWLAND ELEM.,5,INDEPENDENT,2706 LEARY LN,VICTORIA,77901,24,51,19,11
235902111,VICTORIA ISD,SHIELDS ELEM.,5,INDEPENDENT,3400 N BLUEBONNET ST,VICTORIA,77901,33,39,20,12
235902112,VICTORIA ISD,SMITH ELEM.,5,INDEPENDENT,2901 ERWIN AVE,VICTORIA,77901,31,49,27,14
